date_ref;period;IsProportional;store_id;target_volume;target_sales;avg_active_sales_person;nb_past_days,nb_remaining_days
15-06-2018;MTD;false;3;20;32000;17.0;15;15
15-06-2018;MTD;true;1;20;19000;18.0;15;15
15-06-2018;MTD;true;2;70;71500;16.0;15;15
15-06-2018;MTD;true;3;10;16000;17.0;15;15
15-06-2018;QTD;false;1;110;97000;2.0;76;15
15-06-2018;QTD;false;2;430;414000;2.0;76;15
15-06-2018;QTD;false;3;60;76000;1.6666666666666667;76;15
15-06-2018;QTD;true;1;92;80833;2.0;76;15
15-06-2018;QTD;true;2;358;345000;2.0;76;15
15-06-2018;QTD;true;3;50;63333;1.6666666666666667;76;15
15-06-2018;YTD;false;1;260;252000;2.0;165;15
15-06-2018;YTD;false;2;870;753000;2.0;165;15
15-06-2018;YTD;false;3;110;123000;1.5;165;15
15-06-2018;YTD;true;1;238;231000;2.0;165;15
15-06-2018;YTD;true;2;798;690250;2.0;165;15
15-06-2018;YTD;true;3;101;112750;1.5;165;15
16-06-2018;MTD;false;1;40;38000;18.0;16;14
16-06-2018;MTD;false;2;140;143000;16.0;16;14
16-06-2018;MTD;false;3;20;32000;17.0;16;14
16-06-2018;MTD;true;1;21;20267;18.0;16;14
16-06-2018;MTD;true;2;75;76267;16.0;16;14
16-06-2018;MTD;true;3;11;17067;17.0;16;14
16-06-2018;QTD;false;1;110;97000;2.0;77;14
16-06-2018;QTD;false;2;430;414000;2.0;77;14
16-06-2018;QTD;false;3;60;76000;1.6666666666666667;77;14
16-06-2018;QTD;true;1;93;81911;2.0;77;14
16-06-2018;QTD;true;2;363;349600;2.0;77;14
16-06-2018;QTD;true;3;51;64178;1.6666666666666667;77;14
16-06-2018;YTD;false;1;260;252000;2.0;166;14
16-06-2018;YTD;false;2;870;753000;2.0;166;14
16-06-2018;YTD;false;3;110;123000;1.5;166;14
16-06-2018;YTD;true;1;240;232400;2.0;166;14
16-06-2018;YTD;true;2;802;694433;2.0;166;14
16-06-2018;YTD;true;3;101;113433;1.5;166;14
17-06-2018;MTD;false;1;40;38000;18.0;17;13
17-06-2018;MTD;false;2;140;143000;16.0;17;13
17-06-2018;MTD;false;3;20;32000;17.0;17;13
17-06-2018;MTD;true;1;23;21533;18.0;17;13
17-06-2018;MTD;true;2;79;81033;16.0;17;13
17-06-2018;MTD;true;3;11;18133;17.0;17;13
17-06-2018;QTD;false;1;110;97000;2.0;78;13
17-06-2018;QTD;false;2;430;414000;2.0;78;13
17-06-2018;QTD;false;3;60;76000;1.6666666666666667;78;13
17-06-2018;QTD;true;1;94;82989;2.0;78;13
17-06-2018;QTD;true;2;368;354200;2.0;78;13
17-06-2018;QTD;true;3;51;65022;1.6666666666666667;78;13
17-06-2018;YTD;false;1;260;252000;2.0;167;13
17-06-2018;YTD;false;2;870;753000;2.0;167;13
17-06-2018;YTD;false;3;110;123000;1.5;167;13
17-06-2018;YTD;true;1;241;233800;2.0;167;13
17-06-2018;YTD;true;2;807;698617;2.0;167;13
17-06-2018;YTD;true;3;102;114117;1.5;167;13
18-06-2018;MTD;false;1;40;38000;18.0;18;12
18-06-2018;MTD;false;2;140;143000;16.0;18;12
18-06-2018;MTD;false;3;20;32000;17.0;18;12
18-06-2018;MTD;true;1;24;22800;18.0;18;12
18-06-2018;MTD;true;2;84;85800;16.0;18;12
18-06-2018;MTD;true;3;12;19200;17.0;18;12
18-06-2018;QTD;false;1;110;97000;2.0;79;12
18-06-2018;QTD;false;2;430;414000;2.0;79;12
18-06-2018;QTD;false;3;60;76000;1.6666666666666667;79;12
18-06-2018;QTD;true;1;95;84067;2.0;79;12
18-06-2018;QTD;true;2;373;358800;2.0;79;12
18-06-2018;QTD;true;3;52;65867;1.6666666666666667;79;12
18-06-2018;YTD;false;1;260;252000;2.0;168;12
18-06-2018;YTD;false;2;870;753000;2.0;168;12
18-06-2018;YTD;false;3;110;123000;1.5;168;12
18-06-2018;YTD;true;1;243;235200;2.0;168;12
18-06-2018;YTD;true;2;812;702800;2.0;168;12
18-06-2018;YTD;true;3;103;114800;1.5;168;12
19-06-2018;MTD;false;1;40;38000;18.0;19;11
19-06-2018;MTD;false;2;140;143000;16.0;19;11
19-06-2018;MTD;false;3;20;32000;17.0;19;11
19-06-2018;MTD;true;1;25;24067;18.0;19;11
19-06-2018;MTD;true;2;89;90567;16.0;19;11
19-06-2018;MTD;true;3;13;20267;17.0;19;11
19-06-2018;QTD;false;1;110;97000;2.0;80;11
19-06-2018;QTD;false;2;430;414000;2.0;80;11
19-06-2018;QTD;false;3;60;76000;1.6666666666666667;80;11
19-06-2018;QTD;true;1;97;85144;2.0;80;11
19-06-2018;QTD;true;2;377;363400;2.0;80;11
19-06-2018;QTD;true;3;53;66711;1.6666666666666667;80;11
19-06-2018;YTD;false;1;260;252000;2.0;169;11
19-06-2018;YTD;false;2;870;753000;2.0;169;11
19-06-2018;YTD;false;3;110;123000;1.5;169;11
19-06-2018;YTD;true;1;244;236600;2.0;169;11
19-06-2018;YTD;true;2;817;706983;2.0;169;11
19-06-2018;YTD;true;3;103;115483;1.5;169;11
20-06-2018;MTD;false;1;40;38000;18.0;20;10
20-06-2018;MTD;false;2;140;143000;16.0;20;10
20-06-2018;MTD;false;3;20;32000;17.0;20;10
20-06-2018;MTD;true;1;27;25333;18.0;20;10
20-06-2018;MTD;true;2;93;95333;16.0;20;10
20-06-2018;MTD;true;3;13;21333;17.0;20;10
20-06-2018;QTD;false;1;110;97000;2.0;81;10
20-06-2018;QTD;false;2;430;414000;2.0;81;10
20-06-2018;QTD;false;3;60;76000;1.6666666666666667;81;10
20-06-2018;QTD;true;1;98;86222;2.0;81;10
20-06-2018;QTD;true;2;382;368000;2.0;81;10
20-06-2018;QTD;true;3;53;67556;1.6666666666666667;81;10
20-06-2018;YTD;false;1;260;252000;2.0;170;10
20-06-2018;YTD;false;2;870;753000;2.0;170;10
20-06-2018;YTD;false;3;110;123000;1.5;170;10
20-06-2018;YTD;true;1;246;238000;2.0;170;10
20-06-2018;YTD;true;2;822;711167;2.0;170;10
20-06-2018;YTD;true;3;104;116167;1.5;170;10
21-06-2018;MTD;false;1;40;38000;18.0;21;9
21-06-2018;MTD;false;2;140;143000;16.0;21;9
21-06-2018;MTD;false;3;20;32000;17.0;21;9
21-06-2018;MTD;true;1;28;26600;18.0;21;9
21-06-2018;MTD;true;2;98;100100;16.0;21;9
21-06-2018;MTD;true;3;14;22400;17.0;21;9
21-06-2018;QTD;false;1;110;97000;2.0;82;9
21-06-2018;QTD;false;2;430;414000;2.0;82;9
21-06-2018;QTD;false;3;60;76000;1.6666666666666667;82;9
21-06-2018;QTD;true;1;99;87300;2.0;82;9
21-06-2018;QTD;true;2;387;372600;2.0;82;9
21-06-2018;QTD;true;3;54;68400;1.6666666666666667;82;9
21-06-2018;YTD;false;1;260;252000;2.0;171;9
21-06-2018;YTD;false;2;870;753000;2.0;171;9
21-06-2018;YTD;false;3;110;123000;1.5;171;9
21-06-2018;YTD;true;1;247;239400;2.0;171;9
21-06-2018;YTD;true;2;827;715350;2.0;171;9
21-06-2018;YTD;true;3;105;116850;1.5;171;9
22-06-2018;MTD;false;1;40;38000;18.0;22;8
22-06-2018;MTD;false;2;140;143000;16.0;22;8
22-06-2018;MTD;false;3;20;32000;17.0;22;8
22-06-2018;MTD;true;1;29;27867;18.0;22;8
22-06-2018;MTD;true;2;103;104867;16.0;22;8
22-06-2018;MTD;true;3;15;23467;17.0;22;8
22-06-2018;QTD;false;1;110;97000;2.0;83;8
22-06-2018;QTD;false;2;430;414000;2.0;83;8
22-06-2018;QTD;false;3;60;76000;1.6666666666666667;83;8
22-06-2018;QTD;true;1;100;88378;2.0;83;8
22-06-2018;QTD;true;2;392;377200;2.0;83;8
22-06-2018;QTD;true;3;55;69244;1.6666666666666667;83;8
22-06-2018;YTD;false;1;260;252000;2.0;172;8
22-06-2018;YTD;false;2;870;753000;2.0;172;8
22-06-2018;YTD;false;3;110;123000;1.5;172;8
22-06-2018;YTD;true;1;248;240800;2.0;172;8
22-06-2018;YTD;true;2;831;719533;2.0;172;8
22-06-2018;YTD;true;3;105;117533;1.5;172;8
23-06-2018;MTD;false;1;40;38000;18.0;23;7
23-06-2018;MTD;false;2;140;143000;16.0;23;7
23-06-2018;MTD;false;3;20;32000;17.0;23;7
23-06-2018;MTD;true;1;31;29133;18.0;23;7
23-06-2018;MTD;true;2;107;109633;16.0;23;7
23-06-2018;MTD;true;3;15;24533;17.0;23;7
23-06-2018;QTD;false;1;110;97000;2.0;84;7
23-06-2018;QTD;false;2;430;414000;2.0;84;7
23-06-2018;QTD;false;3;60;76000;1.6666666666666667;84;7
23-06-2018;QTD;true;1;101;89456;2.0;84;7
23-06-2018;QTD;true;2;397;381800;2.0;84;7
23-06-2018;QTD;true;3;55;70089;1.6666666666666667;84;7
23-06-2018;YTD;false;1;260;252000;2.0;173;7
23-06-2018;YTD;false;2;870;753000;2.0;173;7
23-06-2018;YTD;false;3;110;123000;1.5;173;7
23-06-2018;YTD;true;1;250;242200;2.0;173;7
23-06-2018;YTD;true;2;836;723717;2.0;173;7
23-06-2018;YTD;true;3;106;118217;1.5;173;7
24-06-2018;MTD;false;1;40;38000;18.0;24;6
24-06-2018;MTD;false;2;140;143000;16.0;24;6
24-06-2018;MTD;false;3;20;32000;17.0;24;6
24-06-2018;MTD;true;1;32;30400;18.0;24;6
24-06-2018;MTD;true;2;112;114400;16.0;24;6
24-06-2018;MTD;true;3;16;25600;17.0;24;6
24-06-2018;QTD;false;1;110;97000;2.0;85;6
24-06-2018;QTD;false;2;430;414000;2.0;85;6
24-06-2018;QTD;false;3;60;76000;1.6666666666666667;85;6
24-06-2018;QTD;true;1;103;90533;2.0;85;6
24-06-2018;QTD;true;2;401;386400;2.0;85;6
24-06-2018;QTD;true;3;56;70933;1.6666666666666667;85;6
24-06-2018;YTD;false;1;260;252000;2.0;174;6
24-06-2018;YTD;false;2;870;753000;2.0;174;6
24-06-2018;YTD;false;3;110;123000;1.5;174;6
24-06-2018;YTD;true;1;251;243600;2.0;174;6
24-06-2018;YTD;true;2;841;727900;2.0;174;6
24-06-2018;YTD;true;3;106;118900;1.5;174;6
25-06-2018;MTD;false;1;40;38000;18.0;25;5
25-06-2018;MTD;false;2;140;143000;16.0;25;5
25-06-2018;MTD;false;3;20;32000;17.0;25;5
25-06-2018;MTD;true;1;33;31667;18.0;25;5
25-06-2018;MTD;true;2;117;119167;16.0;25;5
25-06-2018;MTD;true;3;17;26667;17.0;25;5
25-06-2018;QTD;false;1;110;97000;2.0;86;5
25-06-2018;QTD;false;2;430;414000;2.0;86;5
25-06-2018;QTD;false;3;60;76000;1.6666666666666667;86;5
25-06-2018;QTD;true;1;104;91611;2.0;86;5
25-06-2018;QTD;true;2;406;391000;2.0;86;5
25-06-2018;QTD;true;3;57;71778;1.6666666666666667;86;5
25-06-2018;YTD;false;1;260;252000;2.0;175;5
25-06-2018;YTD;false;2;870;753000;2.0;175;5
25-06-2018;YTD;false;3;110;123000;1.5;175;5
25-06-2018;YTD;true;1;253;245000;2.0;175;5
25-06-2018;YTD;true;2;846;732083;2.0;175;5
25-06-2018;YTD;true;3;107;119583;1.5;175;5
26-06-2018;MTD;false;1;40;38000;18.0;26;4
26-06-2018;MTD;false;2;140;143000;16.0;26;4
26-06-2018;MTD;false;3;20;32000;17.0;26;4
26-06-2018;MTD;true;1;35;32933;18.0;26;4
26-06-2018;MTD;true;2;121;123933;16.0;26;4
26-06-2018;MTD;true;3;17;27733;17.0;26;4
26-06-2018;QTD;false;1;110;97000;2.0;87;4
26-06-2018;QTD;false;2;430;414000;2.0;87;4
26-06-2018;QTD;false;3;60;76000;1.6666666666666667;87;4
26-06-2018;QTD;true;1;105;92689;2.0;87;4
26-06-2018;QTD;true;2;411;395600;2.0;87;4
26-06-2018;QTD;true;3;57;72622;1.6666666666666667;87;4
26-06-2018;YTD;false;1;260;252000;2.0;176;4
26-06-2018;YTD;false;2;870;753000;2.0;176;4
26-06-2018;YTD;false;3;110;123000;1.5;176;4
26-06-2018;YTD;true;1;254;246400;2.0;176;4
26-06-2018;YTD;true;2;851;736267;2.0;176;4
26-06-2018;YTD;true;3;108;120267;1.5;176;4
27-06-2018;MTD;false;1;40;38000;18.0;27;3
27-06-2018;MTD;false;2;140;143000;16.0;27;3
27-06-2018;MTD;false;3;20;32000;17.0;27;3
27-06-2018;MTD;true;1;36;34200;18.0;27;3
27-06-2018;MTD;true;2;126;128700;16.0;27;3
27-06-2018;MTD;true;3;18;28800;17.0;27;3
27-06-2018;QTD;false;1;110;97000;2.0;88;3
27-06-2018;QTD;false;2;430;414000;2.0;88;3
27-06-2018;QTD;false;3;60;76000;1.6666666666666667;88;3
27-06-2018;QTD;true;1;106;93767;2.0;88;3
27-06-2018;QTD;true;2;416;400200;2.0;88;3
27-06-2018;QTD;true;3;58;73467;1.6666666666666667;88;3
27-06-2018;YTD;false;1;260;252000;2.0;177;3
27-06-2018;YTD;false;2;870;753000;2.0;177;3
27-06-2018;YTD;false;3;110;123000;1.5;177;3
27-06-2018;YTD;true;1;256;247800;2.0;177;3
27-06-2018;YTD;true;2;856;740450;2.0;177;3
27-06-2018;YTD;true;3;108;120950;1.5;177;3
28-06-2018;MTD;false;1;40;38000;18.0;28;2
28-06-2018;MTD;false;2;140;143000;16.0;28;2
28-06-2018;MTD;false;3;20;32000;17.0;28;2
28-06-2018;MTD;true;1;37;35467;18.0;28;2
28-06-2018;MTD;true;2;131;133467;16.0;28;2
28-06-2018;MTD;true;3;19;29867;17.0;28;2
28-06-2018;QTD;false;1;110;97000;2.0;89;2
28-06-2018;QTD;false;2;430;414000;2.0;89;2
28-06-2018;QTD;false;3;60;76000;1.6666666666666667;89;2
28-06-2018;QTD;true;1;108;94844;2.0;89;2
28-06-2018;QTD;true;2;420;404800;2.0;89;2
28-06-2018;QTD;true;3;59;74311;1.6666666666666667;89;2
28-06-2018;YTD;false;1;260;252000;2.0;178;2
28-06-2018;YTD;false;2;870;753000;2.0;178;2
28-06-2018;YTD;false;3;110;123000;1.5;178;2
28-06-2018;YTD;true;1;257;249200;2.0;178;2
28-06-2018;YTD;true;2;860;744633;2.0;178;2
28-06-2018;YTD;true;3;109;121633;1.5;178;2
29-06-2018;MTD;false;1;40;38000;18.0;29;1
29-06-2018;MTD;false;2;140;143000;16.0;29;1
29-06-2018;MTD;false;3;20;32000;17.0;29;1
29-06-2018;MTD;true;1;39;36733;18.0;29;1
29-06-2018;MTD;true;2;135;138233;16.0;29;1
29-06-2018;MTD;true;3;19;30933;17.0;29;1
29-06-2018;QTD;false;1;110;97000;2.0;90;1
29-06-2018;QTD;false;2;430;414000;2.0;90;1
29-06-2018;QTD;false;3;60;76000;1.6666666666666667;90;1
29-06-2018;QTD;true;1;109;95922;2.0;90;1
29-06-2018;QTD;true;2;425;409400;2.0;90;1
29-06-2018;QTD;true;3;59;75156;1.6666666666666667;90;1
29-06-2018;YTD;false;1;260;252000;2.0;179;1
29-06-2018;YTD;false;2;870;753000;2.0;179;1
29-06-2018;YTD;false;3;110;123000;1.5;179;1
29-06-2018;YTD;true;1;259;250600;2.0;179;1
29-06-2018;YTD;true;2;865;748817;2.0;179;1
29-06-2018;YTD;true;3;109;122317;1.5;179;1
30-06-2018;MTD;false;1;40;38000;18.0;30;0
30-06-2018;MTD;false;2;140;143000;16.0;30;0
30-06-2018;MTD;false;3;20;32000;17.0;30;0
30-06-2018;MTD;true;1;40;38000;18.0;30;0
30-06-2018;MTD;true;2;140;143000;16.0;30;0
30-06-2018;MTD;true;3;20;32000;17.0;30;0
30-06-2018;QTD;false;1;110;97000;2.0;91;0
30-06-2018;QTD;false;2;430;414000;2.0;91;0
30-06-2018;QTD;false;3;60;76000;1.6666666666666667;91;0
30-06-2018;QTD;true;1;110;97000;2.0;91;0
30-06-2018;QTD;true;2;430;414000;2.0;91;0
30-06-2018;QTD;true;3;60;76000;1.6666666666666667;91;0
30-06-2018;YTD;false;1;260;252000;2.0;180;0
30-06-2018;YTD;false;2;870;753000;2.0;180;0
30-06-2018;YTD;false;3;110;123000;1.5;180;0
30-06-2018;YTD;true;1;260;252000;2.0;180;0
30-06-2018;YTD;true;2;870;753000;2.0;180;0
30-06-2018;YTD;true;3;110;123000;1.5;180;0
01-07-2018;MTD;false;1;20;25000;21.0;1;30
01-07-2018;MTD;false;2;180;165000;19.0;1;30
01-07-2018;MTD;false;3;10;9000;20.0;1;30
01-07-2018;MTD;true;1;1;806;21.0;1;30
01-07-2018;MTD;true;2;6;5323;19.0;1;30
01-07-2018;MTD;true;3;0;290;20.0;1;30
01-07-2018;QTD;false;1;20;25000;2.0;1;30
01-07-2018;QTD;false;2;180;165000;2.0;1;30
01-07-2018;QTD;false;3;10;9000;1.0;1;30
01-07-2018;QTD;true;1;1;806;2.0;1;30
01-07-2018;QTD;true;2;6;5323;2.0;1;30
01-07-2018;QTD;true;3;0;290;1.0;1;30
01-07-2018;YTD;false;1;280;277000;2.0;181;30
01-07-2018;YTD;false;2;1050;918000;2.0;181;30
01-07-2018;YTD;false;3;120;132000;1.4285714285714286;181;30
01-07-2018;YTD;true;1;241;238705;2.0;181;30
01-07-2018;YTD;true;2;905;791088;2.0;181;30
01-07-2018;YTD;true;3;103;113751;1.4285714285714286;181;30
02-07-2018;MTD;false;1;20;25000;21.0;2;29
02-07-2018;MTD;false;2;180;165000;19.0;2;29
02-07-2018;MTD;false;3;10;9000;20.0;2;29
02-07-2018;MTD;true;1;1;1613;21.0;2;29
02-07-2018;MTD;true;2;12;10645;19.0;2;29
02-07-2018;MTD;true;3;1;581;20.0;2;29
02-07-2018;QTD;false;1;20;25000;2.0;2;29
02-07-2018;QTD;false;2;180;165000;2.0;2;29
02-07-2018;QTD;false;3;10;9000;1.0;2;29
02-07-2018;QTD;true;1;1;1613;2.0;2;29
02-07-2018;QTD;true;2;12;10645;2.0;2;29
02-07-2018;QTD;true;3;1;581;1.0;2;29
02-07-2018;YTD;false;1;280;277000;2.0;182;29
02-07-2018;YTD;false;2;1050;918000;2.0;182;29
02-07-2018;YTD;false;3;120;132000;1.4285714285714286;182;29
02-07-2018;YTD;true;1;243;239982;2.0;182;29
02-07-2018;YTD;true;2;910;795318;2.0;182;29
02-07-2018;YTD;true;3;104;114359;1.4285714285714286;182;29
03-07-2018;MTD;false;1;20;25000;21.0;3;28
03-07-2018;MTD;false;2;180;165000;19.0;3;28
03-07-2018;MTD;false;3;10;9000;20.0;3;28
03-07-2018;MTD;true;1;2;2419;21.0;3;28
03-07-2018;MTD;true;2;17;15968;19.0;3;28
03-07-2018;MTD;true;3;1;871;20.0;3;28
03-07-2018;QTD;false;1;20;25000;2.0;3;28
03-07-2018;QTD;false;2;180;165000;2.0;3;28
03-07-2018;QTD;false;3;10;9000;1.0;3;28
03-07-2018;QTD;true;1;2;2419;2.0;3;28
03-07-2018;QTD;true;2;17;15968;2.0;3;28
03-07-2018;QTD;true;3;1;871;1.0;3;28
03-07-2018;YTD;false;1;280;277000;2.0;183;28
03-07-2018;YTD;false;2;1050;918000;2.0;183;28
03-07-2018;YTD;false;3;120;132000;1.4285714285714286;183;28
03-07-2018;YTD;true;1;244;241258;2.0;183;28
03-07-2018;YTD;true;2;915;799548;2.0;183;28
03-07-2018;YTD;true;3;105;114968;1.4285714285714286;183;28
04-07-2018;MTD;false;1;20;25000;21.0;4;27
04-07-2018;MTD;false;2;180;165000;19.0;4;27
04-07-2018;MTD;false;3;10;9000;20.0;4;27
04-07-2018;MTD;true;1;3;3226;21.0;4;27
04-07-2018;MTD;true;2;23;21290;19.0;4;27
04-07-2018;MTD;true;3;1;1161;20.0;4;27
04-07-2018;QTD;false;1;20;25000;2.0;4;27
04-07-2018;QTD;false;2;180;165000;2.0;4;27
04-07-2018;QTD;false;3;10;9000;1.0;4;27
04-07-2018;QTD;true;1;3;3226;2.0;4;27
04-07-2018;QTD;true;2;23;21290;2.0;4;27
04-07-2018;QTD;true;3;1;1161;1.0;4;27
04-07-2018;YTD;false;1;280;277000;2.0;184;27
04-07-2018;YTD;false;2;1050;918000;2.0;184;27
04-07-2018;YTD;false;3;120;132000;1.4285714285714286;184;27
04-07-2018;YTD;true;1;245;242535;2.0;184;27
04-07-2018;YTD;true;2;919;803779;2.0;184;27
04-07-2018;YTD;true;3;105;115576;1.4285714285714286;184;27
05-07-2018;MTD;false;1;20;25000;21.0;5;26
05-07-2018;MTD;false;2;180;165000;19.0;5;26
05-07-2018;MTD;false;3;10;9000;20.0;5;26
05-07-2018;MTD;true;1;3;4032;21.0;5;26
05-07-2018;MTD;true;2;29;26613;19.0;5;26
05-07-2018;MTD;true;3;2;1452;20.0;5;26
05-07-2018;QTD;false;1;20;25000;2.0;5;26
05-07-2018;QTD;false;2;180;165000;2.0;5;26
05-07-2018;QTD;false;3;10;9000;1.0;5;26
05-07-2018;QTD;true;1;3;4032;2.0;5;26
05-07-2018;QTD;true;2;29;26613;2.0;5;26
05-07-2018;QTD;true;3;2;1452;1.0;5;26
05-07-2018;YTD;false;1;280;277000;2.0;185;26
05-07-2018;YTD;false;2;1050;918000;2.0;185;26
05-07-2018;YTD;false;3;120;132000;1.4285714285714286;185;26
05-07-2018;YTD;true;1;246;243811;2.0;185;26
05-07-2018;YTD;true;2;924;808009;2.0;185;26
05-07-2018;YTD;true;3;106;116184;1.4285714285714286;185;26
06-07-2018;MTD;false;1;20;25000;21.0;6;25
06-07-2018;MTD;false;2;180;165000;19.0;6;25
06-07-2018;MTD;false;3;10;9000;20.0;6;25
06-07-2018;MTD;true;1;4;4839;21.0;6;25
06-07-2018;MTD;true;2;35;31935;19.0;6;25
06-07-2018;MTD;true;3;2;1742;20.0;6;25
06-07-2018;QTD;false;1;20;25000;2.0;6;25
06-07-2018;QTD;false;2;180;165000;2.0;6;25
06-07-2018;QTD;false;3;10;9000;1.0;6;25
06-07-2018;QTD;true;1;4;4839;2.0;6;25
06-07-2018;QTD;true;2;35;31935;2.0;6;25
06-07-2018;QTD;true;3;2;1742;1.0;6;25
06-07-2018;YTD;false;1;280;277000;2.0;186;25
06-07-2018;YTD;false;2;1050;918000;2.0;186;25
06-07-2018;YTD;false;3;120;132000;1.4285714285714286;186;25
06-07-2018;YTD;true;1;248;245088;2.0;186;25
06-07-2018;YTD;true;2;929;812240;2.0;186;25
06-07-2018;YTD;true;3;106;116793;1.4285714285714286;186;25
07-07-2018;MTD;false;1;20;25000;21.0;7;24
07-07-2018;MTD;false;2;180;165000;19.0;7;24
07-07-2018;MTD;false;3;10;9000;20.0;7;24
07-07-2018;MTD;true;1;5;5645;21.0;7;24
07-07-2018;MTD;true;2;41;37258;19.0;7;24
07-07-2018;MTD;true;3;2;2032;20.0;7;24
07-07-2018;QTD;false;1;20;25000;2.0;7;24
07-07-2018;QTD;false;2;180;165000;2.0;7;24
07-07-2018;QTD;false;3;10;9000;1.0;7;24
07-07-2018;QTD;true;1;5;5645;2.0;7;24
07-07-2018;QTD;true;2;41;37258;2.0;7;24
07-07-2018;QTD;true;3;2;2032;1.0;7;24
07-07-2018;YTD;false;1;280;277000;2.0;187;24
07-07-2018;YTD;false;2;1050;918000;2.0;187;24
07-07-2018;YTD;false;3;120;132000;1.4285714285714286;187;24
07-07-2018;YTD;true;1;249;246364;2.0;187;24
07-07-2018;YTD;true;2;934;816470;2.0;187;24
07-07-2018;YTD;true;3;107;117401;1.4285714285714286;187;24
08-07-2018;MTD;false;1;20;25000;21.0;8;23
08-07-2018;MTD;false;2;180;165000;19.0;8;23
08-07-2018;MTD;false;3;10;9000;20.0;8;23
08-07-2018;MTD;true;1;5;6452;21.0;8;23
08-07-2018;MTD;true;2;46;42581;19.0;8;23
08-07-2018;MTD;true;3;3;2323;20.0;8;23
08-07-2018;QTD;false;1;20;25000;2.0;8;23
08-07-2018;QTD;false;2;180;165000;2.0;8;23
08-07-2018;QTD;false;3;10;9000;1.0;8;23
08-07-2018;QTD;true;1;5;6452;2.0;8;23
08-07-2018;QTD;true;2;46;42581;2.0;8;23
08-07-2018;QTD;true;3;3;2323;1.0;8;23
08-07-2018;YTD;false;1;280;277000;2.0;188;23
08-07-2018;YTD;false;2;1050;918000;2.0;188;23
08-07-2018;YTD;false;3;120;132000;1.4285714285714286;188;23
08-07-2018;YTD;true;1;250;247641;2.0;188;23
08-07-2018;YTD;true;2;939;820700;2.0;188;23
08-07-2018;YTD;true;3;107;118009;1.4285714285714286;188;23
09-07-2018;MTD;false;1;20;25000;21.0;9;22
09-07-2018;MTD;false;2;180;165000;19.0;9;22
09-07-2018;MTD;false;3;10;9000;20.0;9;22
09-07-2018;MTD;true;1;6;7258;21.0;9;22
09-07-2018;MTD;true;2;52;47903;19.0;9;22
09-07-2018;MTD;true;3;3;2613;20.0;9;22
09-07-2018;QTD;false;1;20;25000;2.0;9;22
09-07-2018;QTD;false;2;180;165000;2.0;9;22
09-07-2018;QTD;false;3;10;9000;1.0;9;22
09-07-2018;QTD;true;1;6;7258;2.0;9;22
09-07-2018;QTD;true;2;52;47903;2.0;9;22
09-07-2018;QTD;true;3;3;2613;1.0;9;22
09-07-2018;YTD;false;1;280;277000;2.0;189;22
09-07-2018;YTD;false;2;1050;918000;2.0;189;22
09-07-2018;YTD;false;3;120;132000;1.4285714285714286;189;22
09-07-2018;YTD;true;1;252;248917;2.0;189;22
09-07-2018;YTD;true;2;944;824931;2.0;189;22
09-07-2018;YTD;true;3;108;118618;1.4285714285714286;189;22
10-07-2018;MTD;false;1;20;25000;21.0;10;21
10-07-2018;MTD;false;2;180;165000;19.0;10;21
10-07-2018;MTD;false;3;10;9000;20.0;10;21
10-07-2018;MTD;true;1;6;8065;21.0;10;21
10-07-2018;MTD;true;2;58;53226;19.0;10;21
10-07-2018;MTD;true;3;3;2903;20.0;10;21
10-07-2018;QTD;false;1;20;25000;2.0;10;21
10-07-2018;QTD;false;2;180;165000;2.0;10;21
10-07-2018;QTD;false;3;10;9000;1.0;10;21
10-07-2018;QTD;true;1;6;8065;2.0;10;21
10-07-2018;QTD;true;2;58;53226;2.0;10;21
10-07-2018;QTD;true;3;3;2903;1.0;10;21
10-07-2018;YTD;false;1;280;277000;2.0;190;21
10-07-2018;YTD;false;2;1050;918000;2.0;190;21
10-07-2018;YTD;false;3;120;132000;1.4285714285714286;190;21
10-07-2018;YTD;true;1;253;250194;2.0;190;21
10-07-2018;YTD;true;2;948;829161;2.0;190;21
10-07-2018;YTD;true;3;108;119226;1.4285714285714286;190;21
11-07-2018;MTD;false;1;20;25000;21.0;11;20
11-07-2018;MTD;false;2;180;165000;19.0;11;20
11-07-2018;MTD;false;3;10;9000;20.0;11;20
11-07-2018;MTD;true;1;7;8871;21.0;11;20
11-07-2018;MTD;true;2;64;58548;19.0;11;20
11-07-2018;MTD;true;3;4;3194;20.0;11;20
11-07-2018;QTD;false;1;20;25000;2.0;11;20
11-07-2018;QTD;false;2;180;165000;2.0;11;20
11-07-2018;QTD;false;3;10;9000;1.0;11;20
11-07-2018;QTD;true;1;7;8871;2.0;11;20
11-07-2018;QTD;true;2;64;58548;2.0;11;20
11-07-2018;QTD;true;3;4;3194;1.0;11;20
11-07-2018;YTD;false;1;280;277000;2.0;191;20
11-07-2018;YTD;false;2;1050;918000;2.0;191;20
11-07-2018;YTD;false;3;120;132000;1.4285714285714286;191;20
11-07-2018;YTD;true;1;254;251470;2.0;191;20
11-07-2018;YTD;true;2;953;833392;2.0;191;20
11-07-2018;YTD;true;3;109;119834;1.4285714285714286;191;20
12-07-2018;MTD;false;1;20;25000;21.0;12;19
12-07-2018;MTD;false;2;180;165000;19.0;12;19
12-07-2018;MTD;false;3;10;9000;20.0;12;19
12-07-2018;MTD;true;1;8;9677;21.0;12;19
