product_id;product_name;product_year;product_segment;product_brand;product_strategy;product_category
280;Trek Superfly 24 - 2017/2018;2018;gamme moyenne;Trek;low strategic;Children Bicycles
281;Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018;2018;gamme basse;Electra;low strategic;Children Bicycles
282;Electra Cyclosaurus 1 (16-inch) - Boy's - 2018;2018;gamme basse;Electra;low strategic;Children Bicycles
283;Electra Heartchya 1 (20-inch) - Girl's - 2018;2018;gamme basse;Electra;low strategic;Children Bicycles
284;Electra Savannah 1 (20-inch) - Girl's - 2018;2018;gamme basse;Electra;low strategic;Children Bicycles
285;Electra Soft Serve 1 (16-inch) - Girl's - 2018;2018;gamme basse;Electra;low strategic;Children Bicycles
286;Electra Starship 1 16" - 2018;2018;gamme basse;Electra;low strategic;Children Bicycles
287;Electra Straight 8 1 (16-inch) - Boy's - 2018;2018;gamme basse;Electra;low strategic;Children Bicycles
288;Electra Straight 8 1 (20-inch) - Boy's - 2018;2018;gamme basse;Electra;low strategic;Children Bicycles
289;Electra Superbolt 1 20" - 2018;2018;gamme basse;Electra;low strategic;Children Bicycles
290;Electra Superbolt 3i 20" - 2018;2018;gamme basse;Electra;low strategic;Children Bicycles
291;Electra Sweet Ride 1 (20-inch) - Girl's - 2018;2018;gamme basse;Electra;low strategic;Children Bicycles
292;Electra Sweet Ride 3i (20-inch) - Girls' - 2018;2018;gamme basse;Electra;low strategic;Children Bicycles
293;Electra Tiger Shark 1 (20-inch) - Boys' - 2018;2018;gamme basse;Electra;low strategic;Children Bicycles
294;Electra Tiger Shark 3i (20-inch) - Boys' - 2018;2018;gamme basse;Electra;low strategic;Children Bicycles
295;Electra Treasure 1 20" - 2018;2018;gamme basse;Electra;low strategic;Children Bicycles
296;Electra Treasure 3i 20" - 2018;2018;gamme basse;Electra;low strategic;Children Bicycles
297;Electra Under-The-Sea 1 16" - 2018;2018;gamme basse;Electra;low strategic;Children Bicycles
298;Electra Water Lily 1 (16-inch) - Girl's - 2018;2018;gamme basse;Electra;low strategic;Children Bicycles
299;Electra Townie Original 21D - 2018;2018;gamme moyenne;Electra;low strategic;Comfort Bicycles
300;Electra Townie Balloon 3i EQ Ladies' - 2018;2018;gamme moyenne;Electra;low strategic;Comfort Bicycles
301;Electra Townie Balloon 7i EQ - 2018;2018;gamme moyenne;Electra;low strategic;Comfort Bicycles
302;Electra Townie Original 1 - 2018;2018;gamme basse;Electra;low strategic;Comfort Bicycles
303;Electra Townie Go! 8i - 2017/2018;2018;gamme haute;Electra;low strategic;Comfort Bicycles
304;Electra Townie Original 21D EQ - 2017/2018;2018;gamme moyenne;Electra;low strategic;Comfort Bicycles
305;Electra Townie Balloon 3i EQ - 2017/2018;2018;gamme moyenne;Electra;low strategic;Comfort Bicycles
306;Electra Townie Balloon 7i EQ Ladies' - 2017/2018;2018;gamme moyenne;Electra;low strategic;Comfort Bicycles
307;Electra Townie Balloon 8D EQ - 2016/2017/2018;2018;gamme moyenne;Electra;low strategic;Comfort Bicycles
308;Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018;2018;gamme moyenne;Electra;low strategic;Comfort Bicycles
309;Electra Townie Commute 27D - 2018;2018;gamme moyenne;Electra;low strategic;Comfort Bicycles
310;Electra Townie Commute 27D Ladies - 2018;2018;gamme moyenne;Electra;low strategic;Comfort Bicycles
311;Electra Townie Commute 8D - 2018;2018;gamme moyenne;Electra;low strategic;Comfort Bicycles
312;Electra Townie Commute 8D Ladies' - 2018;2018;gamme moyenne;Electra;low strategic;Comfort Bicycles
313;Electra Townie Original 1 Ladies' - 2018;2018;gamme basse;Electra;low strategic;Comfort Bicycles
314;Electra Townie Original 21D EQ Ladies' - 2018;2018;gamme moyenne;Electra;low strategic;Comfort Bicycles
315;Electra Townie Original 21D Ladies' - 2018;2018;gamme moyenne;Electra;low strategic;Comfort Bicycles
316;Trek Checkpoint ALR 4 Women's - 2019;2019;gamme moyenne;Trek;low strategic;Road Bikes
317;Trek Checkpoint ALR 5 - 2019;2019;gamme moyenne;Trek;low strategic;Road Bikes
318;Trek Checkpoint ALR 5 Women's - 2019;2019;gamme moyenne;Trek;low strategic;Road Bikes
319;Trek Checkpoint SL 5 Women's - 2019;2019;gamme haute;Trek;low strategic;Road Bikes
320;Trek Checkpoint SL 6 - 2019;2019;gamme haute;Trek;low strategic;Road Bikes
321;Trek Checkpoint ALR Frameset - 2019;2019;gamme haute;Trek;low strategic;Road Bikes
