date_ref;period;store_id;nb_deliveries;avg_delivery_time;nb_late_deliveries
27-09-2018;MTD;1;12;2.0833333333333335;5
27-09-2018;MTD;2;36;1.9166666666666667;9
27-09-2018;MTD;3;8;1.75;1
27-09-2018;QTD;1;25;2.0;11
27-09-2018;QTD;2;119;2.008403361344538;34
27-09-2018;QTD;3;21;1.9047619047619047;5
27-09-2018;YTD;1;84;2.0357142857142856;25
27-09-2018;YTD;2;319;1.9968652037617556;98
27-09-2018;YTD;3;42;1.9285714285714286;9
28-09-2018;MTD;1;12;2.0833333333333335;5
28-09-2018;MTD;2;39;1.9487179487179487;10
28-09-2018;MTD;3;9;1.7777777777777777;1
28-09-2018;QTD;1;25;2.0;11
28-09-2018;QTD;2;122;2.0163934426229506;35
28-09-2018;QTD;3;22;1.9090909090909092;5
28-09-2018;YTD;1;84;2.0357142857142856;25
28-09-2018;YTD;2;322;2.0;99
28-09-2018;YTD;3;43;1.930232558139535;9
29-09-2018;MTD;1;13;2.0;5
29-09-2018;MTD;2;40;1.975;10
29-09-2018;MTD;3;9;1.7777777777777777;1
29-09-2018;QTD;1;26;1.9615384615384615;11
29-09-2018;QTD;2;123;2.024390243902439;35
29-09-2018;QTD;3;22;1.9090909090909092;5
29-09-2018;YTD;1;85;2.023529411764706;25
29-09-2018;YTD;2;323;2.003095975232198;99
29-09-2018;YTD;3;43;1.930232558139535;9
30-09-2018;MTD;1;15;1.9333333333333333;5
30-09-2018;MTD;2;42;1.9761904761904763;11
30-09-2018;MTD;3;9;1.7777777777777777;1
30-09-2018;QTD;1;28;1.9285714285714286;11
30-09-2018;QTD;2;125;2.024;36
30-09-2018;QTD;3;22;1.9090909090909092;5
30-09-2018;YTD;1;87;2.0114942528735633;25
30-09-2018;YTD;2;325;2.003076923076923;100
30-09-2018;YTD;3;43;1.930232558139535;9
01-10-2018;MTD;1;1;3.0;0
01-10-2018;MTD;2;2;1.5;0
01-10-2018;QTD;1;1;3.0;0
01-10-2018;QTD;2;2;1.5;0
01-10-2018;YTD;1;88;2.022727272727273;25
01-10-2018;YTD;2;327;2.0;100
01-10-2018;YTD;3;43;1.930232558139535;9
02-10-2018;MTD;1;2;2.5;0
02-10-2018;MTD;2;3;1.3333333333333333;0
02-10-2018;QTD;1;2;2.5;0
02-10-2018;QTD;2;3;1.3333333333333333;0
02-10-2018;YTD;1;89;2.0224719101123596;25
02-10-2018;YTD;2;328;1.9969512195121952;100
02-10-2018;YTD;3;43;1.930232558139535;9
03-10-2018;MTD;1;2;2.5;0
03-10-2018;MTD;2;4;1.25;0
03-10-2018;QTD;1;2;2.5;0
03-10-2018;QTD;2;4;1.25;0
03-10-2018;YTD;1;89;2.0224719101123596;25
03-10-2018;YTD;2;329;1.993920972644377;100
03-10-2018;YTD;3;43;1.930232558139535;9
04-10-2018;MTD;1;3;2.0;0
04-10-2018;MTD;2;4;1.25;0
04-10-2018;MTD;3;1;2.0;0
04-10-2018;QTD;1;3;2.0;0
04-10-2018;QTD;2;4;1.25;0
04-10-2018;QTD;3;1;2.0;0
04-10-2018;YTD;1;90;2.011111111111111;25
04-10-2018;YTD;2;329;1.993920972644377;100
04-10-2018;YTD;3;44;1.9318181818181819;9
05-10-2018;MTD;1;3;2.0;0
05-10-2018;MTD;2;5;1.2;0
05-10-2018;MTD;3;1;2.0;0
05-10-2018;QTD;1;3;2.0;0
05-10-2018;QTD;2;5;1.2;0
05-10-2018;QTD;3;1;2.0;0
05-10-2018;YTD;1;90;2.011111111111111;25
05-10-2018;YTD;2;330;1.990909090909091;100
05-10-2018;YTD;3;44;1.9318181818181819;9
06-10-2018;MTD;1;4;2.25;1
06-10-2018;MTD;2;10;1.6;1
06-10-2018;MTD;3;2;2.0;0
06-10-2018;QTD;1;4;2.25;1
06-10-2018;QTD;2;10;1.6;1
06-10-2018;QTD;3;2;2.0;0
06-10-2018;YTD;1;91;2.021978021978022;26
06-10-2018;YTD;2;335;1.991044776119403;101
06-10-2018;YTD;3;45;1.9333333333333333;9
07-10-2018;MTD;1;4;2.25;1
07-10-2018;MTD;2;11;1.6363636363636365;1
07-10-2018;MTD;3;2;2.0;0
07-10-2018;QTD;1;4;2.25;1
07-10-2018;QTD;2;11;1.6363636363636365;1
07-10-2018;QTD;3;2;2.0;0
07-10-2018;YTD;1;91;2.021978021978022;26
07-10-2018;YTD;2;336;1.9910714285714286;101
07-10-2018;YTD;3;45;1.9333333333333333;9
08-10-2018;MTD;1;5;2.4;2
08-10-2018;MTD;2;11;1.6363636363636365;1
08-10-2018;MTD;3;2;2.0;0
08-10-2018;QTD;1;5;2.4;2
08-10-2018;QTD;2;11;1.6363636363636365;1
08-10-2018;QTD;3;2;2.0;0
08-10-2018;YTD;1;92;2.032608695652174;27
08-10-2018;YTD;2;336;1.9910714285714286;101
08-10-2018;YTD;3;45;1.9333333333333333;9
09-10-2018;MTD;1;7;2.4285714285714284;3
09-10-2018;MTD;2;12;1.6666666666666667;2
09-10-2018;MTD;3;2;2.0;0
09-10-2018;QTD;1;7;2.4285714285714284;3
09-10-2018;QTD;2;12;1.6666666666666667;2
09-10-2018;QTD;3;2;2.0;0
09-10-2018;YTD;1;94;2.0425531914893615;28
09-10-2018;YTD;2;337;1.9910979228486647;102
09-10-2018;YTD;3;45;1.9333333333333333;9
10-10-2018;MTD;1;8;2.5;4
10-10-2018;MTD;2;15;1.5333333333333334;2
10-10-2018;MTD;3;2;2.0;0
10-10-2018;QTD;1;8;2.5;4
10-10-2018;QTD;2;15;1.5333333333333334;2
10-10-2018;QTD;3;2;2.0;0
10-10-2018;YTD;1;95;2.0526315789473686;29
10-10-2018;YTD;2;340;1.9823529411764707;102
10-10-2018;YTD;3;45;1.9333333333333333;9
11-10-2018;MTD;1;9;2.4444444444444446;4
11-10-2018;MTD;2;17;1.588235294117647;4
11-10-2018;MTD;3;2;2.0;0
11-10-2018;QTD;1;9;2.4444444444444446;4
11-10-2018;QTD;2;17;1.588235294117647;4
11-10-2018;QTD;3;2;2.0;0
11-10-2018;YTD;1;96;2.0520833333333335;29
11-10-2018;YTD;2;342;1.9824561403508771;104
11-10-2018;YTD;3;45;1.9333333333333333;9
12-10-2018;MTD;1;9;2.4444444444444446;4
12-10-2018;MTD;2;17;1.588235294117647;4
12-10-2018;MTD;3;3;1.6666666666666667;0
12-10-2018;QTD;1;9;2.4444444444444446;4
12-10-2018;QTD;2;17;1.588235294117647;4
12-10-2018;QTD;3;3;1.6666666666666667;0
12-10-2018;YTD;1;96;2.0520833333333335;29
12-10-2018;YTD;2;342;1.9824561403508771;104
12-10-2018;YTD;3;46;1.9130434782608696;9
13-10-2018;MTD;1;9;2.4444444444444446;4
13-10-2018;MTD;2;18;1.5555555555555556;4
13-10-2018;MTD;3;3;1.6666666666666667;0
13-10-2018;QTD;1;9;2.4444444444444446;4
13-10-2018;QTD;2;18;1.5555555555555556;4
13-10-2018;QTD;3;3;1.6666666666666667;0
13-10-2018;YTD;1;96;2.0520833333333335;29
13-10-2018;YTD;2;343;1.9795918367346939;104
13-10-2018;YTD;3;46;1.9130434782608696;9
14-10-2018;MTD;1;10;2.3;4
14-10-2018;MTD;2;20;1.65;5
14-10-2018;MTD;3;3;1.6666666666666667;0
14-10-2018;QTD;1;10;2.3;4
14-10-2018;QTD;2;20;1.65;5
14-10-2018;QTD;3;3;1.6666666666666667;0
14-10-2018;YTD;1;97;2.0412371134020617;29
14-10-2018;YTD;2;345;1.982608695652174;105
14-10-2018;YTD;3;46;1.9130434782608696;9
15-10-2018;MTD;1;11;2.272727272727273;4
15-10-2018;MTD;2;21;1.7142857142857142;5
15-10-2018;MTD;3;3;1.6666666666666667;0
15-10-2018;QTD;1;11;2.272727272727273;4
15-10-2018;QTD;2;21;1.7142857142857142;5
15-10-2018;QTD;3;3;1.6666666666666667;0
15-10-2018;YTD;1;98;2.0408163265306123;29
15-10-2018;YTD;2;346;1.9855491329479769;105
15-10-2018;YTD;3;46;1.9130434782608696;9
16-10-2018;MTD;1;11;2.272727272727273;4
16-10-2018;MTD;2;22;1.6818181818181819;5
16-10-2018;MTD;3;3;1.6666666666666667;0
16-10-2018;QTD;1;11;2.272727272727273;4
16-10-2018;QTD;2;22;1.6818181818181819;5
16-10-2018;QTD;3;3;1.6666666666666667;0
16-10-2018;YTD;1;98;2.0408163265306123;29
16-10-2018;YTD;2;347;1.9827089337175792;105
16-10-2018;YTD;3;46;1.9130434782608696;9
17-10-2018;MTD;1;11;2.272727272727273;4
17-10-2018;MTD;2;23;1.6521739130434783;5
17-10-2018;MTD;3;3;1.6666666666666667;0
17-10-2018;QTD;1;11;2.272727272727273;4
17-10-2018;QTD;2;23;1.6521739130434783;5
17-10-2018;QTD;3;3;1.6666666666666667;0
17-10-2018;YTD;1;98;2.0408163265306123;29
17-10-2018;YTD;2;348;1.9798850574712643;105
17-10-2018;YTD;3;46;1.9130434782608696;9
18-10-2018;MTD;1;11;2.272727272727273;4
18-10-2018;MTD;2;24;1.625;5
18-10-2018;MTD;3;3;1.6666666666666667;0
18-10-2018;QTD;1;11;2.272727272727273;4
18-10-2018;QTD;2;24;1.625;5
18-10-2018;QTD;3;3;1.6666666666666667;0
18-10-2018;YTD;1;98;2.0408163265306123;29
18-10-2018;YTD;2;349;1.9770773638968482;105
18-10-2018;YTD;3;46;1.9130434782608696;9
19-10-2018;MTD;1;11;2.272727272727273;4
19-10-2018;MTD;2;28;1.6428571428571428;6
19-10-2018;MTD;3;3;1.6666666666666667;0
19-10-2018;QTD;1;11;2.272727272727273;4
19-10-2018;QTD;2;28;1.6428571428571428;6
19-10-2018;QTD;3;3;1.6666666666666667;0
19-10-2018;YTD;1;98;2.0408163265306123;29
19-10-2018;YTD;2;353;1.9745042492917848;106
19-10-2018;YTD;3;46;1.9130434782608696;9
20-10-2018;MTD;1;11;2.272727272727273;4
20-10-2018;MTD;2;28;1.6428571428571428;6
20-10-2018;MTD;3;3;1.6666666666666667;0
20-10-2018;QTD;1;11;2.272727272727273;4
20-10-2018;QTD;2;28;1.6428571428571428;6
20-10-2018;QTD;3;3;1.6666666666666667;0
20-10-2018;YTD;1;98;2.0408163265306123;29
20-10-2018;YTD;2;353;1.9745042492917848;106
20-10-2018;YTD;3;46;1.9130434782608696;9
21-10-2018;MTD;1;11;2.272727272727273;4
21-10-2018;MTD;2;30;1.7333333333333334;8
21-10-2018;MTD;3;3;1.6666666666666667;0
21-10-2018;QTD;1;11;2.272727272727273;4
21-10-2018;QTD;2;30;1.7333333333333334;8
21-10-2018;QTD;3;3;1.6666666666666667;0
21-10-2018;YTD;1;98;2.0408163265306123;29
21-10-2018;YTD;2;355;1.980281690140845;108
21-10-2018;YTD;3;46;1.9130434782608696;9
22-10-2018;MTD;1;12;2.3333333333333335;5
22-10-2018;MTD;2;31;1.7419354838709677;9
22-10-2018;MTD;3;3;1.6666666666666667;0
22-10-2018;QTD;1;12;2.3333333333333335;5
22-10-2018;QTD;2;31;1.7419354838709677;9
22-10-2018;QTD;3;3;1.6666666666666667;0
22-10-2018;YTD;1;99;2.0505050505050506;30
22-10-2018;YTD;2;356;1.9803370786516854;109
22-10-2018;YTD;3;46;1.9130434782608696;9
23-10-2018;MTD;1;12;2.3333333333333335;5
23-10-2018;MTD;2;34;1.7058823529411764;9
23-10-2018;MTD;3;3;1.6666666666666667;0
23-10-2018;QTD;1;12;2.3333333333333335;5
23-10-2018;QTD;2;34;1.7058823529411764;9
23-10-2018;QTD;3;3;1.6666666666666667;0
23-10-2018;YTD;1;99;2.0505050505050506;30
23-10-2018;YTD;2;359;1.9749303621169916;109
23-10-2018;YTD;3;46;1.9130434782608696;9
24-10-2018;MTD;1;12;2.3333333333333335;5
24-10-2018;MTD;2;35;1.7428571428571429;10
24-10-2018;MTD;3;3;1.6666666666666667;0
24-10-2018;QTD;1;12;2.3333333333333335;5
24-10-2018;QTD;2;35;1.7428571428571429;10
24-10-2018;QTD;3;3;1.6666666666666667;0
24-10-2018;YTD;1;99;2.0505050505050506;30
24-10-2018;YTD;2;360;1.9777777777777779;110
24-10-2018;YTD;3;46;1.9130434782608696;9
25-10-2018;MTD;1;13;2.3076923076923075;6
25-10-2018;MTD;2;35;1.7428571428571429;10
25-10-2018;MTD;3;3;1.6666666666666667;0
25-10-2018;QTD;1;13;2.3076923076923075;6
25-10-2018;QTD;2;35;1.7428571428571429;10
25-10-2018;QTD;3;3;1.6666666666666667;0
25-10-2018;YTD;1;100;2.05;31
25-10-2018;YTD;2;360;1.9777777777777779;110
25-10-2018;YTD;3;46;1.9130434782608696;9
26-10-2018;MTD;1;14;2.357142857142857;7
26-10-2018;MTD;2;36;1.75;10
26-10-2018;MTD;3;3;1.6666666666666667;0
26-10-2018;QTD;1;14;2.357142857142857;7
26-10-2018;QTD;2;36;1.75;10
26-10-2018;QTD;3;3;1.6666666666666667;0
26-10-2018;YTD;1;101;2.0594059405940595;32
26-10-2018;YTD;2;361;1.9778393351800554;110
26-10-2018;YTD;3;46;1.9130434782608696;9
27-10-2018;MTD;1;15;2.2666666666666666;7
27-10-2018;MTD;2;36;1.75;10
27-10-2018;MTD;3;3;1.6666666666666667;0
27-10-2018;QTD;1;15;2.2666666666666666;7
27-10-2018;QTD;2;36;1.75;10
27-10-2018;QTD;3;3;1.6666666666666667;0
27-10-2018;YTD;1;102;2.049019607843137;32
27-10-2018;YTD;2;361;1.9778393351800554;110
27-10-2018;YTD;3;46;1.9130434782608696;9
28-10-2018;MTD;1;15;2.2666666666666666;7
28-10-2018;MTD;2;39;1.8461538461538463;11
28-10-2018;MTD;3;4;1.75;1
28-10-2018;QTD;1;15;2.2666666666666666;7
28-10-2018;QTD;2;39;1.8461538461538463;11
28-10-2018;QTD;3;4;1.75;1
28-10-2018;YTD;1;102;2.049019607843137;32
28-10-2018;YTD;2;364;1.9862637362637363;111
28-10-2018;YTD;3;47;1.9148936170212767;10
29-10-2018;MTD;1;15;2.2666666666666666;7
29-10-2018;MTD;2;42;1.8571428571428572;12
29-10-2018;MTD;3;5;2.0;2
29-10-2018;QTD;1;15;2.2666666666666666;7
29-10-2018;QTD;2;42;1.8571428571428572;12
29-10-2018;QTD;3;5;2.0;2
29-10-2018;YTD;1;102;2.049019607843137;32
29-10-2018;YTD;2;367;1.986376021798365;112
29-10-2018;YTD;3;48;1.9375;11
30-10-2018;MTD;1;15;2.2666666666666666;7
30-10-2018;MTD;2;42;1.8571428571428572;12
30-10-2018;MTD;3;5;2.0;2
30-10-2018;QTD;1;15;2.2666666666666666;7
30-10-2018;QTD;2;42;1.8571428571428572;12
30-10-2018;QTD;3;5;2.0;2
30-10-2018;YTD;1;102;2.049019607843137;32
30-10-2018;YTD;2;367;1.986376021798365;112
30-10-2018;YTD;3;48;1.9375;11
31-10-2018;MTD;1;17;2.235294117647059;8
31-10-2018;MTD;2;42;1.8571428571428572;12
31-10-2018;MTD;3;5;2.0;2
31-10-2018;QTD;1;17;2.235294117647059;8
31-10-2018;QTD;2;42;1.8571428571428572;12
31-10-2018;QTD;3;5;2.0;2
31-10-2018;YTD;1;104;2.048076923076923;33
31-10-2018;YTD;2;367;1.986376021798365;112
31-10-2018;YTD;3;48;1.9375;11
01-11-2018;QTD;1;17;2.235294117647059;8
01-11-2018;QTD;2;42;1.8571428571428572;12
01-11-2018;QTD;3;5;2.0;2
01-11-2018;YTD;1;104;2.048076923076923;33
01-11-2018;YTD;2;367;1.986376021798365;112
01-11-2018;YTD;3;48;1.9375;11
02-11-2018;MTD;2;2;2.0;0
02-11-2018;QTD;1;17;2.235294117647059;8
02-11-2018;QTD;2;44;1.8636363636363635;12
02-11-2018;QTD;3;5;2.0;2
02-11-2018;YTD;1;104;2.048076923076923;33
02-11-2018;YTD;2;369;1.986449864498645;112
02-11-2018;YTD;3;48;1.9375;11
03-11-2018;MTD;1;1;3.0;1
03-11-2018;MTD;2;2;2.0;0
03-11-2018;QTD;1;18;2.2777777777777777;9
03-11-2018;QTD;2;44;1.8636363636363635;12
03-11-2018;QTD;3;5;2.0;2
03-11-2018;YTD;1;105;2.057142857142857;34
03-11-2018;YTD;2;369;1.986449864498645;112
03-11-2018;YTD;3;48;1.9375;11
04-11-2018;MTD;1;2;3.0;1
04-11-2018;MTD;2;3;1.6666666666666667;0
04-11-2018;QTD;1;19;2.3157894736842106;9
04-11-2018;QTD;2;45;1.8444444444444446;12
04-11-2018;QTD;3;5;2.0;2
04-11-2018;YTD;1;106;2.0660377358490565;34
04-11-2018;YTD;2;370;1.9837837837837837;112
04-11-2018;YTD;3;48;1.9375;11
05-11-2018;MTD;1;2;3.0;1
05-11-2018;MTD;2;3;1.6666666666666667;0
05-11-2018;QTD;1;19;2.3157894736842106;9
05-11-2018;QTD;2;45;1.8444444444444446;12
05-11-2018;QTD;3;5;2.0;2
05-11-2018;YTD;1;106;2.0660377358490565;34
05-11-2018;YTD;2;370;1.9837837837837837;112
05-11-2018;YTD;3;48;1.9375;11
06-11-2018;MTD;1;2;3.0;1
06-11-2018;MTD;2;5;1.8;1
06-11-2018;QTD;1;19;2.3157894736842106;9
06-11-2018;QTD;2;47;1.851063829787234;13
06-11-2018;QTD;3;5;2.0;2
06-11-2018;YTD;1;106;2.0660377358490565;34
06-11-2018;YTD;2;372;1.9838709677419355;113
06-11-2018;YTD;3;48;1.9375;11
07-11-2018;MTD;1;2;3.0;1
07-11-2018;MTD;2;5;1.8;1
07-11-2018;QTD;1;19;2.3157894736842106;9
07-11-2018;QTD;2;47;1.851063829787234;13
07-11-2018;QTD;3;5;2.0;2
07-11-2018;YTD;1;106;2.0660377358490565;34
07-11-2018;YTD;2;372;1.9838709677419355;113
07-11-2018;YTD;3;48;1.9375;11
08-11-2018;MTD;1;2;3.0;1
08-11-2018;MTD;2;5;1.8;1
08-11-2018;MTD;3;1;1.0;0
08-11-2018;QTD;1;19;2.3157894736842106;9
08-11-2018;QTD;2;47;1.851063829787234;13
08-11-2018;QTD;3;6;1.8333333333333333;2
08-11-2018;YTD;1;106;2.0660377358490565;34
08-11-2018;YTD;2;372;1.9838709677419355;113
08-11-2018;YTD;3;49;1.9183673469387754;11
09-11-2018;MTD;1;2;3.0;1
09-11-2018;MTD;2;6;1.6666666666666667;1
09-11-2018;MTD;3;2;1.0;0
09-11-2018;QTD;1;19;2.3157894736842106;9
09-11-2018;QTD;2;48;1.8333333333333333;13
09-11-2018;QTD;3;7;1.7142857142857142;2
09-11-2018;YTD;1;106;2.0660377358490565;34
09-11-2018;YTD;2;373;1.9812332439678284;113
09-11-2018;YTD;3;50;1.9;11
10-11-2018;MTD;1;2;3.0;1
10-11-2018;MTD;2;6;1.6666666666666667;1
10-11-2018;MTD;3;2;1.0;0
10-11-2018;QTD;1;19;2.3157894736842106;9
10-11-2018;QTD;2;48;1.8333333333333333;13
10-11-2018;QTD;3;7;1.7142857142857142;2
10-11-2018;YTD;1;106;2.0660377358490565;34
10-11-2018;YTD;2;373;1.9812332439678284;113
10-11-2018;YTD;3;50;1.9;11
11-11-2018;MTD;1;2;3.0;1
11-11-2018;MTD;2;7;1.7142857142857142;1
11-11-2018;MTD;3;2;1.0;0
11-11-2018;QTD;1;19;2.3157894736842106;9
11-11-2018;QTD;2;49;1.836734693877551;13
11-11-2018;QTD;3;7;1.7142857142857142;2
11-11-2018;YTD;1;106;2.0660377358490565;34
11-11-2018;YTD;2;374;1.981283422459893;113
11-11-2018;YTD;3;50;1.9;11
12-11-2018;MTD;1;2;3.0;1
12-11-2018;MTD;2;10;1.7;2
12-11-2018;MTD;3;3;1.6666666666666667;1
12-11-2018;QTD;1;19;2.3157894736842106;9
12-11-2018;QTD;2;52;1.8269230769230769;14
12-11-2018;QTD;3;8;1.875;3
12-11-2018;YTD;1;106;2.0660377358490565;34
12-11-2018;YTD;2;377;1.9787798408488064;114
12-11-2018;YTD;3;51;1.9215686274509804;12
13-11-2018;MTD;1;3;3.0;2
13-11-2018;MTD;2;11;1.8181818181818181;3
13-11-2018;MTD;3;4;1.75;2
13-11-2018;QTD;1;20;2.35;10
13-11-2018;QTD;2;53;1.849056603773585;15
13-11-2018;QTD;3;9;1.8888888888888888;4
13-11-2018;YTD;1;107;2.074766355140187;35
13-11-2018;YTD;2;378;1.9814814814814814;115
13-11-2018;YTD;3;52;1.9230769230769231;13
14-11-2018;MTD;1;3;3.0;2
14-11-2018;MTD;2;12;1.75;3
14-11-2018;MTD;3;4;1.75;2
14-11-2018;QTD;1;20;2.35;10
14-11-2018;QTD;2;54;1.8333333333333333;15
14-11-2018;QTD;3;9;1.8888888888888888;4
14-11-2018;YTD;1;107;2.074766355140187;35
14-11-2018;YTD;2;379;1.9788918205804749;115
14-11-2018;YTD;3;52;1.9230769230769231;13
15-11-2018;MTD;1;3;3.0;2
15-11-2018;MTD;2;13;1.7692307692307692;4
15-11-2018;MTD;3;4;1.75;2
15-11-2018;QTD;1;20;2.35;10
15-11-2018;QTD;2;55;1.8363636363636364;16
15-11-2018;QTD;3;9;1.8888888888888888;4
15-11-2018;YTD;1;107;2.074766355140187;35
15-11-2018;YTD;2;380;1.9789473684210526;116
15-11-2018;YTD;3;52;1.9230769230769231;13
16-11-2018;MTD;1;4;2.5;2
16-11-2018;MTD;2;13;1.7692307692307692;4
16-11-2018;MTD;3;4;1.75;2
16-11-2018;QTD;1;21;2.2857142857142856;10
16-11-2018;QTD;2;55;1.8363636363636364;16
16-11-2018;QTD;3;9;1.8888888888888888;4
16-11-2018;YTD;1;108;2.064814814814815;35
16-11-2018;YTD;2;380;1.9789473684210526;116
16-11-2018;YTD;3;52;1.9230769230769231;13
17-11-2018;MTD;1;4;2.5;2
17-11-2018;MTD;2;13;1.7692307692307692;4
17-11-2018;MTD;3;4;1.75;2
17-11-2018;QTD;1;21;2.2857142857142856;10
17-11-2018;QTD;2;55;1.8363636363636364;16
17-11-2018;QTD;3;9;1.8888888888888888;4
17-11-2018;YTD;1;108;2.064814814814815;35
17-11-2018;YTD;2;380;1.9789473684210526;116
17-11-2018;YTD;3;52;1.9230769230769231;13
18-11-2018;MTD;1;4;2.5;2
18-11-2018;MTD;2;14;1.8571428571428572;5
18-11-2018;MTD;3;4;1.75;2
18-11-2018;QTD;1;21;2.2857142857142856;10
18-11-2018;QTD;2;56;1.8571428571428572;17
18-11-2018;QTD;3;9;1.8888888888888888;4
18-11-2018;YTD;1;108;2.064814814814815;35
18-11-2018;YTD;2;381;1.9816272965879265;117
18-11-2018;YTD;3;52;1.9230769230769231;13
19-11-2018;MTD;1;4;2.5;2
19-11-2018;MTD;2;16;2.0;6
19-11-2018;MTD;3;4;1.75;2
19-11-2018;QTD;1;21;2.2857142857142856;10
19-11-2018;QTD;2;58;1.896551724137931;18
19-11-2018;QTD;3;9;1.8888888888888888;4
19-11-2018;YTD;1;108;2.064814814814815;35
19-11-2018;YTD;2;383;1.9869451697127938;118
19-11-2018;YTD;3;52;1.9230769230769231;13
20-11-2018;MTD;1;4;2.5;2
20-11-2018;MTD;2;18;1.9444444444444444;6
20-11-2018;MTD;3;4;1.75;2
20-11-2018;QTD;1;21;2.2857142857142856;10
20-11-2018;QTD;2;60;1.8833333333333333;18
20-11-2018;QTD;3;9;1.8888888888888888;4
20-11-2018;YTD;1;108;2.064814814814815;35
20-11-2018;YTD;2;385;1.9844155844155844;118
20-11-2018;YTD;3;52;1.9230769230769231;13
21-11-2018;MTD;1;4;2.5;2
21-11-2018;MTD;2;19;1.894736842105263;6
21-11-2018;MTD;3;4;1.75;2
21-11-2018;QTD;1;21;2.2857142857142856;10
21-11-2018;QTD;2;61;1.8688524590163935;18
21-11-2018;QTD;3;9;1.8888888888888888;4
21-11-2018;YTD;1;108;2.064814814814815;35
21-11-2018;YTD;2;386;1.9818652849740932;118
21-11-2018;YTD;3;52;1.9230769230769231;13
22-11-2018;MTD;1;6;2.0;2
22-11-2018;MTD;2;19;1.894736842105263;6
22-11-2018;MTD;3;4;1.75;2
22-11-2018;QTD;1;23;2.1739130434782608;10
22-11-2018;QTD;2;61;1.8688524590163935;18
22-11-2018;QTD;3;9;1.8888888888888888;4
22-11-2018;YTD;1;110;2.0454545454545454;35
22-11-2018;YTD;2;386;1.9818652849740932;118
22-11-2018;YTD;3;52;1.9230769230769231;13
23-11-2018;MTD;1;7;1.8571428571428572;2
23-11-2018;MTD;2;21;1.9047619047619047;8
23-11-2018;MTD;3;4;1.75;2
23-11-2018;QTD;1;24;2.125;10
23-11-2018;QTD;2;63;1.873015873015873;20
23-11-2018;QTD;3;9;1.8888888888888888;4
23-11-2018;YTD;1;111;2.036036036036036;35
23-11-2018;YTD;2;388;1.981958762886598;120
23-11-2018;YTD;3;52;1.9230769230769231;13
24-11-2018;MTD;1;8;2.0;3
24-11-2018;MTD;2;23;1.9565217391304348;9
24-11-2018;MTD;3;4;1.75;2
24-11-2018;QTD;1;25;2.16;11
24-11-2018;QTD;2;65;1.8923076923076922;21
24-11-2018;QTD;3;9;1.8888888888888888;4
24-11-2018;YTD;1;112;2.044642857142857;36
24-11-2018;YTD;2;390;1.9846153846153847;121
24-11-2018;YTD;3;52;1.9230769230769231;13
25-11-2018;MTD;1;8;2.0;3
25-11-2018;MTD;2;23;1.9565217391304348;9
25-11-2018;MTD;3;4;1.75;2
25-11-2018;QTD;1;25;2.16;11
25-11-2018;QTD;2;65;1.8923076923076922;21
25-11-2018;QTD;3;9;1.8888888888888888;4
25-11-2018;YTD;1;112;2.044642857142857;36
25-11-2018;YTD;2;390;1.9846153846153847;121
25-11-2018;YTD;3;52;1.9230769230769231;13
26-11-2018;MTD;1;8;2.0;3
26-11-2018;MTD;2;24;2.0;10
26-11-2018;MTD;3;4;1.75;2
26-11-2018;QTD;1;25;2.16;11
26-11-2018;QTD;2;66;1.9090909090909092;22
26-11-2018;QTD;3;9;1.8888888888888888;4
26-11-2018;YTD;1;112;2.044642857142857;36
26-11-2018;YTD;2;391;1.9872122762148337;122
26-11-2018;YTD;3;52;1.9230769230769231;13
27-11-2018;MTD;1;10;2.0;4
27-11-2018;MTD;2;26;2.0;11
27-11-2018;MTD;3;5;1.8;2
27-11-2018;QTD;1;27;2.1481481481481484;12
27-11-2018;QTD;2;68;1.911764705882353;23
27-11-2018;QTD;3;10;1.9;4
27-11-2018;YTD;1;114;2.043859649122807;37
27-11-2018;YTD;2;393;1.9872773536895674;123
27-11-2018;YTD;3;53;1.9245283018867925;13
28-11-2018;MTD;1;10;2.0;4
28-11-2018;MTD;2;26;2.0;11
28-11-2018;MTD;3;5;1.8;2
28-11-2018;QTD;1;27;2.1481481481481484;12
28-11-2018;QTD;2;68;1.911764705882353;23
28-11-2018;QTD;3;10;1.9;4
28-11-2018;YTD;1;114;2.043859649122807;37
28-11-2018;YTD;2;393;1.9872773536895674;123
28-11-2018;YTD;3;53;1.9245283018867925;13
29-11-2018;MTD;1;10;2.0;4
29-11-2018;MTD;2;26;2.0;11
29-11-2018;MTD;3;5;1.8;2
29-11-2018;QTD;1;27;2.1481481481481484;12
29-11-2018;QTD;2;68;1.911764705882353;23
29-11-2018;QTD;3;10;1.9;4
29-11-2018;YTD;1;114;2.043859649122807;37
29-11-2018;YTD;2;393;1.9872773536895674;123
29-11-2018;YTD;3;53;1.9245283018867925;13
30-11-2018;MTD;1;11;2.0;4
30-11-2018;MTD;2;26;2.0;11
30-11-2018;MTD;3;5;1.8;2
30-11-2018;QTD;1;28;2.142857142857143;12
30-11-2018;QTD;2;68;1.911764705882353;23
30-11-2018;QTD;3;10;1.9;4
30-11-2018;YTD;1;115;2.0434782608695654;37
30-11-2018;YTD;2;393;1.9872773536895674;123
30-11-2018;YTD;3;53;1.9245283018867925;13
01-12-2018;QTD;1;28;2.142857142857143;12
01-12-2018;QTD;2;68;1.911764705882353;23
01-12-2018;QTD;3;10;1.9;4
