date_ref;period;staff_id;product_id;nb_orders;nb_items;quantity;gross_sales;net_sales
13-06-2018;MTD;3;8;1;3;4;6710.97;6126.8726
13-06-2018;MTD;3;9;1;2;3;6749.97;6397.4717
13-06-2018;QTD;1;2;8;17;26;19898.77;18278.701
13-06-2018;QTD;1;3;15;45;70;74045.41;67412.92
13-06-2018;QTD;2;6;37;105;160;159262.62;142740.86
13-06-2018;QTD;3;8;5;12;18;29848.85;27681.402
13-06-2018;QTD;2;7;43;130;196;219264.39;194773.97
13-06-2018;QTD;3;9;4;12;17;17724.88;15859.981
13-06-2018;YTD;1;2;26;68;100;106217.16;95927.96
13-06-2018;YTD;1;3;30;94;143;153320.75;138907.58
13-06-2018;YTD;2;6;84;237;368;344265.8;306481.1
13-06-2018;YTD;2;7;99;280;417;403057.56;359458.4
13-06-2018;YTD;3;8;13;33;54;74641.51;67025.92
13-06-2018;YTD;3;9;6;15;21;18963.85;16975.055
14-06-2018;MTD;1;2;1;3;5;2327.97;2155.172
14-06-2018;MTD;1;3;3;12;19;25667.83;23460.55
14-06-2018;MTD;2;6;5;14;21;24648.83;22599.889
14-06-2018;MTD;2;7;11;31;47;49811.58;44429.707
14-06-2018;MTD;3;8;1;3;4;6710.97;6126.8726
14-06-2018;MTD;3;9;1;2;3;6749.97;6397.4717
14-06-2018;QTD;1;2;8;17;26;19898.77;18278.701
14-06-2018;QTD;1;3;15;45;70;74045.41;67412.92
14-06-2018;QTD;2;6;37;105;160;159262.62;142740.86
14-06-2018;QTD;3;8;5;12;18;29848.85;27681.402
14-06-2018;QTD;2;7;43;130;196;219264.39;194773.97
14-06-2018;QTD;3;9;4;12;17;17724.88;15859.981
14-06-2018;YTD;1;2;26;68;100;106217.16;95927.96
14-06-2018;YTD;1;3;30;94;143;153320.75;138907.58
14-06-2018;YTD;2;6;84;237;368;344265.8;306481.1
14-06-2018;YTD;2;7;99;280;417;403057.56;359458.4
14-06-2018;YTD;3;8;13;33;54;74641.51;67025.92
14-06-2018;YTD;3;9;6;15;21;18963.85;16975.055
15-06-2018;MTD;1;2;1;3;5;2327.97;2155.172
15-06-2018;MTD;1;3;3;12;19;25667.83;23460.55
15-06-2018;MTD;2;6;5;14;21;24648.83;22599.889
15-06-2018;MTD;2;7;12;33;50;52992.55;47388.008
15-06-2018;MTD;3;8;1;3;4;6710.97;6126.8726
15-06-2018;MTD;3;9;1;2;3;6749.97;6397.4717
15-06-2018;QTD;1;2;8;17;26;19898.77;18278.701
15-06-2018;QTD;1;3;15;45;70;74045.41;67412.92
15-06-2018;QTD;2;6;37;105;160;159262.62;142740.86
15-06-2018;QTD;3;8;5;12;18;29848.85;27681.402
15-06-2018;QTD;2;7;44;132;199;222445.36;197732.27
15-06-2018;QTD;3;9;4;12;17;17724.88;15859.981
15-06-2018;YTD;1;2;26;68;100;106217.16;95927.96
15-06-2018;YTD;1;3;30;94;143;153320.75;138907.58
15-06-2018;YTD;2;6;84;237;368;344265.8;306481.1
15-06-2018;YTD;2;7;100;282;420;406238.53;362416.72
15-06-2018;YTD;3;8;13;33;54;74641.51;67025.92
15-06-2018;YTD;3;9;6;15;21;18963.85;16975.055
16-06-2018;MTD;1;2;1;3;5;2327.97;2155.172
16-06-2018;MTD;1;3;3;12;19;25667.83;23460.55
16-06-2018;MTD;2;6;5;14;21;24648.83;22599.889
16-06-2018;MTD;2;7;13;34;51;53262.54;47631.0
16-06-2018;MTD;3;8;1;3;4;6710.97;6126.8726
16-06-2018;MTD;3;9;1;2;3;6749.97;6397.4717
16-06-2018;QTD;1;2;8;17;26;19898.77;18278.701
16-06-2018;QTD;1;3;15;45;70;74045.41;67412.92
16-06-2018;QTD;2;6;37;105;160;159262.62;142740.86
16-06-2018;QTD;3;8;5;12;18;29848.85;27681.402
16-06-2018;QTD;2;7;45;133;200;222715.34;197975.27
16-06-2018;QTD;3;9;4;12;17;17724.88;15859.981
16-06-2018;YTD;1;2;26;68;100;106217.16;95927.96
16-06-2018;YTD;1;3;30;94;143;153320.75;138907.58
16-06-2018;YTD;2;6;84;237;368;344265.8;306481.1
16-06-2018;YTD;2;7;101;283;421;406508.53;362659.7
16-06-2018;YTD;3;8;13;33;54;74641.51;67025.92
16-06-2018;YTD;3;9;6;15;21;18963.85;16975.055
17-06-2018;MTD;1;2;1;3;5;2327.97;2155.172
17-06-2018;MTD;1;3;3;12;19;25667.83;23460.55
17-06-2018;MTD;2;6;5;14;21;24648.83;22599.889
17-06-2018;MTD;2;7;15;40;61;72573.45;65781.37
17-06-2018;MTD;3;8;1;3;4;6710.97;6126.8726
17-06-2018;MTD;3;9;1;2;3;6749.97;6397.4717
17-06-2018;QTD;1;2;8;17;26;19898.77;18278.701
17-06-2018;QTD;1;3;15;45;70;74045.41;67412.92
17-06-2018;QTD;2;6;37;105;160;159262.62;142740.86
17-06-2018;QTD;3;8;5;12;18;29848.85;27681.402
17-06-2018;QTD;2;7;47;139;210;242026.27;216125.62
17-06-2018;QTD;3;9;4;12;17;17724.88;15859.981
17-06-2018;YTD;1;2;26;68;100;106217.16;95927.96
17-06-2018;YTD;1;3;30;94;143;153320.75;138907.58
17-06-2018;YTD;2;6;84;237;368;344265.8;306481.1
17-06-2018;YTD;2;7;103;289;431;425819.44;380810.06
17-06-2018;YTD;3;8;13;33;54;74641.51;67025.92
17-06-2018;YTD;3;9;6;15;21;18963.85;16975.055
18-06-2018;MTD;1;2;1;3;5;2327.97;2155.172
18-06-2018;MTD;1;3;3;12;19;25667.83;23460.55
18-06-2018;MTD;2;6;6;17;26;33077.79;30187.402
18-06-2018;MTD;2;7;15;40;61;72573.45;65781.37
18-06-2018;MTD;3;8;1;3;4;6710.97;6126.8726
18-06-2018;MTD;3;9;1;2;3;6749.97;6397.4717
18-06-2018;QTD;1;2;8;17;26;19898.77;18278.701
18-06-2018;QTD;1;3;15;45;70;74045.41;67412.92
18-06-2018;QTD;2;6;38;108;165;167691.58;150328.38
18-06-2018;QTD;3;8;5;12;18;29848.85;27681.402
18-06-2018;QTD;2;7;47;139;210;242026.27;216125.62
18-06-2018;QTD;3;9;4;12;17;17724.88;15859.981
18-06-2018;YTD;1;2;26;68;100;106217.16;95927.96
18-06-2018;YTD;1;3;30;94;143;153320.75;138907.58
18-06-2018;YTD;2;6;85;240;373;352694.78;314068.6
18-06-2018;YTD;2;7;103;289;431;425819.44;380810.06
18-06-2018;YTD;3;8;13;33;54;74641.51;67025.92
18-06-2018;YTD;3;9;6;15;21;18963.85;16975.055
19-06-2018;MTD;1;2;1;3;5;2327.97;2155.172
19-06-2018;MTD;1;3;3;12;19;25667.83;23460.55
19-06-2018;MTD;2;6;6;17;26;33077.79;30187.402
19-06-2018;MTD;2;7;16;43;67;75253.39;67979.31
19-06-2018;MTD;3;8;1;3;4;6710.97;6126.8726
19-06-2018;MTD;3;9;1;2;3;6749.97;6397.4717
19-06-2018;QTD;1;2;8;17;26;19898.77;18278.701
19-06-2018;QTD;1;3;15;45;70;74045.41;67412.92
19-06-2018;QTD;2;6;38;108;165;167691.58;150328.38
19-06-2018;QTD;3;8;5;12;18;29848.85;27681.402
19-06-2018;QTD;2;7;48;142;216;244706.2;218323.58
19-06-2018;QTD;3;9;4;12;17;17724.88;15859.981
19-06-2018;YTD;1;2;26;68;100;106217.16;95927.96
19-06-2018;YTD;1;3;30;94;143;153320.75;138907.58
19-06-2018;YTD;2;6;85;240;373;352694.78;314068.6
19-06-2018;YTD;2;7;104;292;437;428499.38;383008.0
19-06-2018;YTD;3;8;13;33;54;74641.51;67025.92
19-06-2018;YTD;3;9;6;15;21;18963.85;16975.055
20-06-2018;MTD;1;2;1;3;5;2327.97;2155.172
20-06-2018;MTD;1;3;4;16;25;30797.79;28153.414
20-06-2018;MTD;2;6;6;17;26;33077.79;30187.402
20-06-2018;MTD;2;7;16;43;67;75253.39;67979.31
20-06-2018;MTD;3;8;1;3;4;6710.97;6126.8726
20-06-2018;MTD;3;9;1;2;3;6749.97;6397.4717
20-06-2018;QTD;1;2;8;17;26;19898.77;18278.701
20-06-2018;QTD;1;3;16;49;76;79175.37;72105.78
20-06-2018;QTD;2;6;38;108;165;167691.58;150328.38
20-06-2018;QTD;3;8;5;12;18;29848.85;27681.402
20-06-2018;QTD;2;7;48;142;216;244706.2;218323.58
20-06-2018;QTD;3;9;4;12;17;17724.88;15859.981
20-06-2018;YTD;1;2;26;68;100;106217.16;95927.96
20-06-2018;YTD;1;3;31;98;149;158450.7;143600.45
20-06-2018;YTD;2;6;85;240;373;352694.78;314068.6
20-06-2018;YTD;2;7;104;292;437;428499.38;383008.0
20-06-2018;YTD;3;8;13;33;54;74641.51;67025.92
20-06-2018;YTD;3;9;6;15;21;18963.85;16975.055
21-06-2018;MTD;1;2;1;3;5;2327.97;2155.172
21-06-2018;MTD;1;3;4;16;25;30797.79;28153.414
21-06-2018;MTD;2;6;7;18;27;33577.78;30652.395
21-06-2018;MTD;2;7;18;49;76;86033.3;77988.43
21-06-2018;MTD;3;8;1;3;4;6710.97;6126.8726
21-06-2018;MTD;3;9;1;2;3;6749.97;6397.4717
21-06-2018;QTD;1;2;8;17;26;19898.77;18278.701
21-06-2018;QTD;1;3;16;49;76;79175.37;72105.78
21-06-2018;QTD;2;6;39;109;166;168191.56;150793.36
21-06-2018;QTD;3;8;5;12;18;29848.85;27681.402
21-06-2018;QTD;2;7;50;148;225;255486.11;228332.7
21-06-2018;QTD;3;9;4;12;17;17724.88;15859.981
21-06-2018;YTD;1;2;26;68;100;106217.16;95927.96
21-06-2018;YTD;1;3;31;98;149;158450.7;143600.45
21-06-2018;YTD;2;6;86;241;374;353194.78;314533.6
21-06-2018;YTD;2;7;106;298;446;439279.28;393017.12
21-06-2018;YTD;3;8;13;33;54;74641.51;67025.92
21-06-2018;YTD;3;9;6;15;21;18963.85;16975.055
22-06-2018;MTD;1;2;1;3;5;2327.97;2155.172
22-06-2018;MTD;1;3;4;16;25;30797.79;28153.414
22-06-2018;MTD;2;6;7;18;27;33577.78;30652.395
22-06-2018;MTD;2;7;18;49;76;86033.3;77988.43
22-06-2018;MTD;3;8;1;3;4;6710.97;6126.8726
22-06-2018;MTD;3;9;2;6;10;18549.9;17411.406
22-06-2018;QTD;1;2;8;17;26;19898.77;18278.701
22-06-2018;QTD;1;3;16;49;76;79175.37;72105.78
22-06-2018;QTD;2;6;39;109;166;168191.56;150793.36
22-06-2018;QTD;3;8;5;12;18;29848.85;27681.402
22-06-2018;QTD;2;7;50;148;225;255486.11;228332.7
22-06-2018;QTD;3;9;5;16;24;29524.81;26873.916
22-06-2018;YTD;1;2;26;68;100;106217.16;95927.96
22-06-2018;YTD;1;3;31;98;149;158450.7;143600.45
22-06-2018;YTD;2;6;86;241;374;353194.78;314533.6
22-06-2018;YTD;2;7;106;298;446;439279.28;393017.12
22-06-2018;YTD;3;8;13;33;54;74641.51;67025.92
22-06-2018;YTD;3;9;7;19;28;30763.78;27988.988
23-06-2018;MTD;1;2;2;5;8;6527.94;5965.1465
23-06-2018;MTD;1;3;4;16;25;30797.79;28153.414
23-06-2018;MTD;2;6;7;18;27;33577.78;30652.395
23-06-2018;MTD;2;7;19;51;79;87733.27;79348.41
23-06-2018;MTD;3;8;1;3;4;6710.97;6126.8726
23-06-2018;MTD;3;9;2;6;10;18549.9;17411.406
23-06-2018;QTD;1;2;9;19;29;24098.74;22088.676
23-06-2018;QTD;1;3;16;49;76;79175.37;72105.78
23-06-2018;QTD;2;6;39;109;166;168191.56;150793.36
23-06-2018;QTD;3;8;5;12;18;29848.85;27681.402
23-06-2018;QTD;2;7;51;150;228;257186.08;229692.67
23-06-2018;QTD;3;9;5;16;24;29524.81;26873.916
23-06-2018;YTD;1;2;27;70;103;110417.13;99737.94
23-06-2018;YTD;1;3;31;98;149;158450.7;143600.45
23-06-2018;YTD;2;6;86;241;374;353194.78;314533.6
23-06-2018;YTD;2;7;107;300;449;440979.25;394377.1
23-06-2018;YTD;3;8;13;33;54;74641.51;67025.92
23-06-2018;YTD;3;9;7;19;28;30763.78;27988.988
24-06-2018;MTD;1;2;2;5;8;6527.94;5965.1465
24-06-2018;MTD;1;3;4;16;25;30797.79;28153.414
24-06-2018;MTD;2;6;7;18;27;33577.78;30652.395
24-06-2018;MTD;2;7;19;51;79;87733.27;79348.41
24-06-2018;MTD;3;8;1;3;4;6710.97;6126.8726
24-06-2018;MTD;3;9;2;6;10;18549.9;17411.406
24-06-2018;QTD;1;2;9;19;29;24098.74;22088.676
24-06-2018;QTD;1;3;16;49;76;79175.37;72105.78
24-06-2018;QTD;2;6;39;109;166;168191.56;150793.36
24-06-2018;QTD;3;8;5;12;18;29848.85;27681.402
24-06-2018;QTD;2;7;51;150;228;257186.08;229692.67
24-06-2018;QTD;3;9;5;16;24;29524.81;26873.916
24-06-2018;YTD;1;2;27;70;103;110417.13;99737.94
24-06-2018;YTD;1;3;31;98;149;158450.7;143600.45
24-06-2018;YTD;2;6;86;241;374;353194.78;314533.6
24-06-2018;YTD;2;7;107;300;449;440979.25;394377.1
24-06-2018;YTD;3;8;13;33;54;74641.51;67025.92
24-06-2018;YTD;3;9;7;19;28;30763.78;27988.988
25-06-2018;MTD;1;2;3;8;12;9027.9;8302.609
25-06-2018;MTD;1;3;4;16;25;30797.79;28153.414
25-06-2018;MTD;2;6;10;29;42;57186.65;51919.43
25-06-2018;MTD;2;7;19;51;79;87733.27;79348.41
25-06-2018;MTD;3;8;1;3;4;6710.97;6126.8726
25-06-2018;MTD;3;9;2;6;10;18549.9;17411.406
25-06-2018;QTD;1;2;10;22;33;26598.7;24426.139
25-06-2018;QTD;1;3;16;49;76;79175.37;72105.78
25-06-2018;QTD;2;6;42;120;181;191800.44;172060.4
25-06-2018;QTD;3;8;5;12;18;29848.85;27681.402
25-06-2018;QTD;2;7;51;150;228;257186.08;229692.67
25-06-2018;QTD;3;9;5;16;24;29524.81;26873.916
25-06-2018;YTD;1;2;28;73;107;112917.09;102075.4
25-06-2018;YTD;1;3;31;98;149;158450.7;143600.45
25-06-2018;YTD;2;6;89;252;389;376803.62;335800.62
25-06-2018;YTD;2;7;107;300;449;440979.25;394377.1
25-06-2018;YTD;3;8;13;33;54;74641.51;67025.92
25-06-2018;YTD;3;9;7;19;28;30763.78;27988.988
26-06-2018;MTD;1;2;3;8;12;9027.9;8302.609
26-06-2018;MTD;1;3;4;16;25;30797.79;28153.414
26-06-2018;MTD;2;6;10;29;42;57186.65;51919.43
26-06-2018;MTD;2;7;19;51;79;87733.27;79348.41
26-06-2018;MTD;3;8;1;3;4;6710.97;6126.8726
26-06-2018;MTD;3;9;2;6;10;18549.9;17411.406
26-06-2018;QTD;1;2;10;22;33;26598.7;24426.139
26-06-2018;QTD;1;3;16;49;76;79175.37;72105.78
26-06-2018;QTD;2;6;42;120;181;191800.44;172060.4
26-06-2018;QTD;3;8;5;12;18;29848.85;27681.402
26-06-2018;QTD;2;7;51;150;228;257186.08;229692.67
26-06-2018;QTD;3;9;5;16;24;29524.81;26873.916
26-06-2018;YTD;1;2;28;73;107;112917.09;102075.4
26-06-2018;YTD;1;3;31;98;149;158450.7;143600.45
26-06-2018;YTD;2;6;89;252;389;376803.62;335800.62
26-06-2018;YTD;2;7;107;300;449;440979.25;394377.1
26-06-2018;YTD;3;8;13;33;54;74641.51;67025.92
26-06-2018;YTD;3;9;7;19;28;30763.78;27988.988
27-06-2018;MTD;1;2;3;8;12;9027.9;8302.609
27-06-2018;MTD;1;3;4;16;25;30797.79;28153.414
27-06-2018;MTD;2;6;11;32;45;58435.63;52953.71
27-06-2018;MTD;2;7;19;51;79;87733.27;79348.41
27-06-2018;MTD;3;8;1;3;4;6710.97;6126.8726
27-06-2018;MTD;3;9;2;6;10;18549.9;17411.406
27-06-2018;QTD;1;2;10;22;33;26598.7;24426.139
27-06-2018;QTD;1;3;16;49;76;79175.37;72105.78
27-06-2018;QTD;2;6;43;123;184;193049.42;173094.69
27-06-2018;QTD;3;8;5;12;18;29848.85;27681.402
27-06-2018;QTD;2;7;51;150;228;257186.08;229692.67
27-06-2018;QTD;3;9;5;16;24;29524.81;26873.916
27-06-2018;YTD;1;2;28;73;107;112917.09;102075.4
27-06-2018;YTD;1;3;31;98;149;158450.7;143600.45
27-06-2018;YTD;2;6;90;255;392;378052.62;336834.9
27-06-2018;YTD;2;7;107;300;449;440979.25;394377.1
27-06-2018;YTD;3;8;13;33;54;74641.51;67025.92
27-06-2018;YTD;3;9;7;19;28;30763.78;27988.988
28-06-2018;MTD;1;2;3;8;12;9027.9;8302.609
28-06-2018;MTD;1;3;4;16;25;30797.79;28153.414
28-06-2018;MTD;2;6;12;35;50;62847.58;57048.727
28-06-2018;MTD;2;7;19;51;79;87733.27;79348.41
28-06-2018;MTD;3;8;1;3;4;6710.97;6126.8726
28-06-2018;MTD;3;9;2;6;10;18549.9;17411.406
28-06-2018;QTD;1;2;10;22;33;26598.7;24426.139
28-06-2018;QTD;1;3;16;49;76;79175.37;72105.78
28-06-2018;QTD;2;6;44;126;189;197461.38;177189.7
28-06-2018;QTD;3;8;5;12;18;29848.85;27681.402
28-06-2018;QTD;2;7;51;150;228;257186.08;229692.67
28-06-2018;QTD;3;9;5;16;24;29524.81;26873.916
28-06-2018;YTD;1;2;28;73;107;112917.09;102075.4
28-06-2018;YTD;1;3;31;98;149;158450.7;143600.45
28-06-2018;YTD;2;6;91;258;397;382464.56;340929.94
28-06-2018;YTD;2;7;107;300;449;440979.25;394377.1
28-06-2018;YTD;3;8;13;33;54;74641.51;67025.92
28-06-2018;YTD;3;9;7;19;28;30763.78;27988.988
29-06-2018;MTD;1;2;3;8;12;9027.9;8302.609
29-06-2018;MTD;1;3;4;16;25;30797.79;28153.414
29-06-2018;MTD;2;6;13;37;54;64327.54;58443.887
29-06-2018;MTD;2;7;19;51;79;87733.27;79348.41
29-06-2018;MTD;3;8;1;3;4;6710.97;6126.8726
29-06-2018;MTD;3;9;3;9;15;25445.89;23859.697
29-06-2018;QTD;1;2;10;22;33;26598.7;24426.139
29-06-2018;QTD;1;3;16;49;76;79175.37;72105.78
29-06-2018;QTD;2;6;45;128;193;198941.33;178584.86
29-06-2018;QTD;3;8;5;12;18;29848.85;27681.402
29-06-2018;QTD;2;7;51;150;228;257186.08;229692.67
29-06-2018;QTD;3;9;6;19;29;36420.8;33322.207
29-06-2018;YTD;1;2;28;73;107;112917.09;102075.4
29-06-2018;YTD;1;3;31;98;149;158450.7;143600.45
29-06-2018;YTD;2;6;92;260;401;383944.53;342325.1
29-06-2018;YTD;2;7;107;300;449;440979.25;394377.1
29-06-2018;YTD;3;8;13;33;54;74641.51;67025.92
29-06-2018;YTD;3;9;8;22;33;37659.77;34437.28
30-06-2018;MTD;1;2;3;8;12;9027.9;8302.609
30-06-2018;MTD;1;3;4;16;25;30797.79;28153.414
30-06-2018;MTD;2;6;13;37;54;64327.54;58443.887
30-06-2018;MTD;2;7;20;53;82;89101.26;80577.5
30-06-2018;MTD;3;8;1;3;4;6710.97;6126.8726
30-06-2018;MTD;3;9;3;9;15;25445.89;23859.697
30-06-2018;QTD;1;2;10;22;33;26598.7;24426.139
30-06-2018;QTD;1;3;16;49;76;79175.37;72105.78
30-06-2018;QTD;2;6;45;128;193;198941.33;178584.86
30-06-2018;QTD;3;8;5;12;18;29848.85;27681.402
30-06-2018;QTD;2;7;52;152;231;258554.06;230921.77
30-06-2018;QTD;3;9;6;19;29;36420.8;33322.207
30-06-2018;YTD;1;2;28;73;107;112917.09;102075.4
30-06-2018;YTD;1;3;31;98;149;158450.7;143600.45
30-06-2018;YTD;2;6;92;260;401;383944.53;342325.1
30-06-2018;YTD;2;7;108;302;452;442347.25;395606.2
30-06-2018;YTD;3;8;13;33;54;74641.51;67025.92
30-06-2018;YTD;3;9;8;22;33;37659.77;34437.28
01-07-2018;MTD;2;7;2;5;8;10258.93;9477.339
01-07-2018;QTD;2;7;2;5;8;10258.93;9477.339
01-07-2018;YTD;1;2;28;73;107;112917.09;102075.4
01-07-2018;YTD;1;3;31;98;149;158450.7;143600.45
01-07-2018;YTD;2;6;92;260;401;383944.53;342325.1
01-07-2018;YTD;2;7;110;307;460;452606.2;405083.53
01-07-2018;YTD;3;8;13;33;54;74641.51;67025.92
01-07-2018;YTD;3;9;8;22;33;37659.77;34437.28
02-07-2018;MTD;2;7;2;5;8;10258.93;9477.339
02-07-2018;QTD;2;7;2;5;8;10258.93;9477.339
02-07-2018;YTD;1;2;28;73;107;112917.09;102075.4
02-07-2018;YTD;1;3;31;98;149;158450.7;143600.45
02-07-2018;YTD;2;6;92;260;401;383944.53;342325.1
02-07-2018;YTD;2;7;110;307;460;452606.2;405083.53
02-07-2018;YTD;3;8;13;33;54;74641.51;67025.92
02-07-2018;YTD;3;9;8;22;33;37659.77;34437.28
03-07-2018;MTD;2;7;2;5;8;10258.93;9477.339
03-07-2018;QTD;2;7;2;5;8;10258.93;9477.339
03-07-2018;YTD;1;2;28;73;107;112917.09;102075.4
03-07-2018;YTD;1;3;31;98;149;158450.7;143600.45
03-07-2018;YTD;2;6;92;260;401;383944.53;342325.1
03-07-2018;YTD;2;7;110;307;460;452606.2;405083.53
03-07-2018;YTD;3;8;13;33;54;74641.51;67025.92
03-07-2018;YTD;3;9;8;22;33;37659.77;34437.28
04-07-2018;MTD;2;6;1;4;7;8461.93;7345.7373
04-07-2018;MTD;2;7;3;6;10;16058.91;14117.322
04-07-2018;MTD;3;9;1;5;7;5049.93;4624.9375
04-07-2018;QTD;2;6;1;4;7;8461.93;7345.7373
04-07-2018;QTD;2;7;3;6;10;16058.91;14117.322
04-07-2018;QTD;3;9;1;5;7;5049.93;4624.9375
04-07-2018;YTD;1;2;28;73;107;112917.09;102075.4
04-07-2018;YTD;1;3;31;98;149;158450.7;143600.45
04-07-2018;YTD;2;6;93;264;408;392406.47;349670.8
04-07-2018;YTD;2;7;111;308;462;458406.16;409723.53
04-07-2018;YTD;3;8;13;33;54;74641.51;67025.92
04-07-2018;YTD;3;9;9;27;40;42709.7;39062.22
05-07-2018;MTD;2;6;3;10;18;27032.85;23581.666
05-07-2018;MTD;2;7;3;6;10;16058.91;14117.322
05-07-2018;MTD;3;9;1;5;7;5049.93;4624.9375
05-07-2018;QTD;2;6;3;10;18;27032.85;23581.666
05-07-2018;QTD;2;7;3;6;10;16058.91;14117.322
05-07-2018;QTD;3;9;1;5;7;5049.93;4624.9375
05-07-2018;YTD;1;2;28;73;107;112917.09;102075.4
05-07-2018;YTD;1;3;31;98;149;158450.7;143600.45
05-07-2018;YTD;2;6;95;270;419;410977.38;365906.75
05-07-2018;YTD;2;7;111;308;462;458406.16;409723.53
05-07-2018;YTD;3;8;13;33;54;74641.51;67025.92
05-07-2018;YTD;3;9;9;27;40;42709.7;39062.22
06-07-2018;MTD;2;6;5;15;26;31270.79;27186.256
06-07-2018;MTD;2;7;3;6;10;16058.91;14117.322
06-07-2018;MTD;3;9;1;5;7;5049.93;4624.9375
06-07-2018;QTD;2;6;5;15;26;31270.79;27186.256
06-07-2018;QTD;2;7;3;6;10;16058.91;14117.322
06-07-2018;QTD;3;9;1;5;7;5049.93;4624.9375
06-07-2018;YTD;1;2;28;73;107;112917.09;102075.4
06-07-2018;YTD;1;3;31;98;149;158450.7;143600.45
06-07-2018;YTD;2;6;97;275;427;415215.3;369511.34
06-07-2018;YTD;2;7;111;308;462;458406.16;409723.53
06-07-2018;YTD;3;8;13;33;54;74641.51;67025.92
06-07-2018;YTD;3;9;9;27;40;42709.7;39062.22
07-07-2018;MTD;2;6;6;18;30;41419.76;36397.777
07-07-2018;MTD;2;7;5;11;18;24777.84;22045.83
07-07-2018;MTD;3;9;1;5;7;5049.93;4624.9375
07-07-2018;QTD;2;6;6;18;30;41419.76;36397.777
07-07-2018;QTD;2;7;5;11;18;24777.84;22045.83
07-07-2018;QTD;3;9;1;5;7;5049.93;4624.9375
07-07-2018;YTD;1;2;28;73;107;112917.09;102075.4
07-07-2018;YTD;1;3;31;98;149;158450.7;143600.45
07-07-2018;YTD;2;6;98;278;431;425364.28;378722.88
07-07-2018;YTD;2;7;113;313;470;467125.1;417652.03
07-07-2018;YTD;3;8;13;33;54;74641.51;67025.92
07-07-2018;YTD;3;9;9;27;40;42709.7;39062.22
08-07-2018;MTD;2;6;6;18;30;41419.76;36397.777
08-07-2018;MTD;2;7;5;11;18;24777.84;22045.83
08-07-2018;MTD;3;9;1;5;7;5049.93;4624.9375
08-07-2018;QTD;2;6;6;18;30;41419.76;36397.777
08-07-2018;QTD;2;7;5;11;18;24777.84;22045.83
08-07-2018;QTD;3;9;1;5;7;5049.93;4624.9375
08-07-2018;YTD;1;2;28;73;107;112917.09;102075.4
08-07-2018;YTD;1;3;31;98;149;158450.7;143600.45
08-07-2018;YTD;2;6;98;278;431;425364.28;378722.88
08-07-2018;YTD;2;7;113;313;470;467125.1;417652.03
08-07-2018;YTD;3;8;13;33;54;74641.51;67025.92
08-07-2018;YTD;3;9;9;27;40;42709.7;39062.22
09-07-2018;MTD;2;6;7;19;32;42479.74;37404.76
09-07-2018;MTD;2;7;6;13;20;26596.83;23536.12
09-07-2018;MTD;3;9;1;5;7;5049.93;4624.9375
09-07-2018;QTD;2;6;7;19;32;42479.74;37404.76
09-07-2018;QTD;2;7;6;13;20;26596.83;23536.12
09-07-2018;QTD;3;9;1;5;7;5049.93;4624.9375
09-07-2018;YTD;1;2;28;73;107;112917.09;102075.4
09-07-2018;YTD;1;3;31;98;149;158450.7;143600.45
09-07-2018;YTD;2;6;99;279;433;426424.28;379729.84
09-07-2018;YTD;2;7;114;315;472;468944.1;419142.3
09-07-2018;YTD;3;8;13;33;54;74641.51;67025.92
09-07-2018;YTD;3;9;9;27;40;42709.7;39062.22
10-07-2018;MTD;2;6;7;19;32;42479.74;37404.76
10-07-2018;MTD;2;7;6;13;20;26596.83;23536.12
10-07-2018;MTD;3;9;1;5;7;5049.93;4624.9375
10-07-2018;QTD;2;6;7;19;32;42479.74;37404.76
10-07-2018;QTD;2;7;6;13;20;26596.83;23536.12
10-07-2018;QTD;3;9;1;5;7;5049.93;4624.9375
10-07-2018;YTD;1;2;28;73;107;112917.09;102075.4
10-07-2018;YTD;1;3;31;98;149;158450.7;143600.45
10-07-2018;YTD;2;6;99;279;433;426424.28;379729.84
10-07-2018;YTD;2;7;114;315;472;468944.1;419142.3
10-07-2018;YTD;3;8;13;33;54;74641.51;67025.92
10-07-2018;YTD;3;9;9;27;40;42709.7;39062.22
11-07-2018;MTD;2;6;9;24;38;49197.7;43411.625
11-07-2018;MTD;2;7;6;13;20;26596.83;23536.12
11-07-2018;MTD;3;9;1;5;7;5049.93;4624.9375
11-07-2018;QTD;2;6;9;24;38;49197.7;43411.625
11-07-2018;QTD;2;7;6;13;20;26596.83;23536.12
11-07-2018;QTD;3;9;1;5;7;5049.93;4624.9375
11-07-2018;YTD;1;2;28;73;107;112917.09;102075.4
11-07-2018;YTD;1;3;31;98;149;158450.7;143600.45
11-07-2018;YTD;2;6;101;284;439;433142.22;385736.72
11-07-2018;YTD;2;7;114;315;472;468944.1;419142.3
11-07-2018;YTD;3;8;13;33;54;74641.51;67025.92
11-07-2018;YTD;3;9;9;27;40;42709.7;39062.22
12-07-2018;MTD;1;2;1;4;7;12981.93;11479.539
12-07-2018;MTD;2;6;10;26;42;52697.68;46340.31
12-07-2018;MTD;2;7;6;13;20;26596.83;23536.12
12-07-2018;MTD;3;9;1;5;7;5049.93;4624.9375
12-07-2018;QTD;1;2;1;4;7;12981.93;11479.539
12-07-2018;QTD;2;6;10;26;42;52697.68;46340.31
12-07-2018;QTD;2;7;6;13;20;26596.83;23536.12
12-07-2018;QTD;3;9;1;5;7;5049.93;4624.9375
