date_ref;period;order_status;nb_orders;nb_items;quantity;gross_sales;net_sales
04-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
04-09-2018;QTD;Completed;121;326;488;506231.8;453108.38
04-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
04-09-2018;YTD;Completed;401;1114;1684;1716192.6;1538178.8
05-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
05-09-2018;MTD;Completed;14;39;58;56034.48;50875.93
05-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
05-09-2018;QTD;Completed;123;334;503;517789.66;463259.84
05-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
05-09-2018;YTD;Completed;403;1122;1699;1727750.5;1548330.2
06-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
06-09-2018;MTD;Completed;16;44;66;62613.41;56937.066
06-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
06-09-2018;QTD;Completed;125;339;511;524368.6;469321.0
06-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
06-09-2018;YTD;Completed;405;1127;1707;1734329.5;1554391.4
07-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
07-09-2018;MTD;Completed;16;44;66;62613.41;56937.066
07-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
07-09-2018;QTD;Completed;125;339;511;524368.6;469321.0
07-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
07-09-2018;YTD;Completed;405;1127;1707;1734329.5;1554391.4
08-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
08-09-2018;MTD;Completed;19;51;75;66961.34;60942.35
08-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
08-09-2018;QTD;Completed;128;346;520;528716.5;473326.28
08-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
08-09-2018;YTD;Completed;408;1134;1716;1738677.4;1558396.6
09-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
09-09-2018;MTD;Completed;21;56;84;73233.25;66364.875
09-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
09-09-2018;QTD;Completed;130;351;529;534988.44;478748.78
09-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
09-09-2018;YTD;Completed;410;1139;1725;1744949.2;1563819.1
10-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
10-09-2018;MTD;Completed;22;61;91;84576.18;76551.61
10-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
10-09-2018;QTD;Completed;131;356;536;546331.4;488935.53
10-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
10-09-2018;YTD;Completed;411;1144;1732;1756292.2;1574005.9
11-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
11-09-2018;MTD;Completed;24;71;106;97385.05;87246.8
11-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
11-09-2018;QTD;Completed;133;366;551;559140.25;499630.72
11-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
11-09-2018;YTD;Completed;413;1154;1747;1769101.1;1584701.0
12-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
12-09-2018;MTD;Completed;26;77;114;113952.0;101802.35
12-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
12-09-2018;QTD;Completed;135;372;559;575707.2;514186.28
12-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
12-09-2018;YTD;Completed;415;1160;1755;1785668.0;1599256.6
13-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
13-09-2018;MTD;Completed;27;82;121;122081.95;108978.57
13-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
13-09-2018;QTD;Completed;136;377;566;583837.1;521362.5
13-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
13-09-2018;YTD;Completed;416;1165;1762;1793798.0;1606432.9
14-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
14-09-2018;MTD;Completed;28;85;124;125800.93;112511.6
14-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
14-09-2018;QTD;Completed;137;380;569;587556.1;524895.5
14-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
14-09-2018;YTD;Completed;417;1168;1765;1797517.0;1609965.9
15-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
15-09-2018;MTD;Completed;28;85;124;125800.93;112511.6
15-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
15-09-2018;QTD;Completed;137;380;569;587556.1;524895.5
15-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
15-09-2018;YTD;Completed;417;1168;1765;1797517.0;1609965.9
16-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
16-09-2018;MTD;Completed;31;94;136;140559.81;126416.05
16-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
16-09-2018;QTD;Completed;140;389;581;602315.0;538799.94
16-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
16-09-2018;YTD;Completed;420;1177;1777;1812275.9;1623870.2
17-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
17-09-2018;MTD;Completed;33;98;144;156197.77;141119.33
17-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
17-09-2018;QTD;Completed;142;393;589;617952.94;553503.25
17-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
17-09-2018;YTD;Completed;422;1181;1785;1827913.8;1638573.6
18-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
18-09-2018;MTD;Completed;36;105;154;162538.66;146670.69
18-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
18-09-2018;QTD;Completed;145;400;599;624293.9;559054.6
18-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
18-09-2018;YTD;Completed;425;1188;1795;1834254.8;1644125.0
19-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
19-09-2018;MTD;Completed;39;115;168;175136.55;157395.89
19-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
19-09-2018;QTD;Completed;148;410;613;636891.75;569779.8
19-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
19-09-2018;YTD;Completed;428;1198;1809;1846852.6;1654850.1
20-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
20-09-2018;MTD;Completed;40;118;172;183736.5;165479.84
20-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
20-09-2018;QTD;Completed;149;413;617;645491.7;577863.75
20-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
20-09-2018;YTD;Completed;429;1201;1813;1855452.5;1662934.1
21-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
21-09-2018;MTD;Completed;44;128;188;198985.36;179549.22
21-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
21-09-2018;QTD;Completed;153;423;633;660740.56;591933.1
21-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
21-09-2018;YTD;Completed;433;1211;1829;1870701.4;1677003.5
22-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
22-09-2018;MTD;Completed;46;135;197;215466.27;194101.1
22-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
22-09-2018;QTD;Completed;155;430;642;677221.44;606485.0
22-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
22-09-2018;YTD;Completed;435;1218;1838;1887182.4;1691555.4
23-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
23-09-2018;MTD;Completed;49;141;207;222264.19;200460.95
23-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
23-09-2018;QTD;Completed;158;436;652;684019.4;612844.9
23-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
23-09-2018;YTD;Completed;438;1224;1848;1893980.2;1697915.2
24-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
24-09-2018;MTD;Completed;50;145;213;232543.14;209739.61
24-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
24-09-2018;QTD;Completed;159;440;658;694298.3;622123.5
24-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
24-09-2018;YTD;Completed;439;1228;1854;1904259.2;1707193.9
25-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
25-09-2018;MTD;Completed;53;155;227;244532.03;219807.11
25-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
25-09-2018;QTD;Completed;162;450;672;706287.25;632191.0
25-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
25-09-2018;YTD;Completed;442;1238;1868;1916248.1;1717261.4
26-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
26-09-2018;MTD;Completed;54;160;234;253079.98;227408.27
26-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
26-09-2018;QTD;Completed;163;455;679;714835.2;639792.2
26-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
26-09-2018;YTD;Completed;443;1243;1875;1924796.0;1724862.5
27-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
27-09-2018;MTD;Completed;56;162;238;254719.94;228900.42
27-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
27-09-2018;QTD;Completed;165;457;683;716475.1;641284.4
27-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
27-09-2018;YTD;Completed;445;1245;1879;1926436.0;1726354.6
28-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
28-09-2018;MTD;Completed;60;175;257;276955.8;249261.6
28-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
28-09-2018;QTD;Completed;169;470;702;738711.0;661645.5
28-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
28-09-2018;YTD;Completed;449;1258;1898;1948671.9;1746715.9
29-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
29-09-2018;MTD;Completed;62;182;268;294562.72;265543.72
29-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
29-09-2018;QTD;Completed;171;477;713;756317.94;677927.6
29-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
29-09-2018;YTD;Completed;451;1265;1909;1966278.8;1762998.0
30-09-2018;MTD;Rejected;1;2;2;1920.98;1734.9326
30-09-2018;MTD;Completed;66;190;279;301361.62;271356.7
30-09-2018;QTD;Rejected;5;13;19;16150.83;14565.197
30-09-2018;QTD;Completed;175;485;724;763116.8;683740.6
30-09-2018;YTD;Rejected;12;31;46;41938.61;38105.195
30-09-2018;YTD;Completed;455;1273;1920;1973077.6;1768810.9
01-10-2018;MTD;Completed;3;9;16;16038.88;13764.596
01-10-2018;QTD;Completed;3;9;16;16038.88;13764.596
01-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
01-10-2018;YTD;Completed;458;1282;1936;1989116.5;1782575.5
02-10-2018;MTD;Completed;5;12;20;18597.85;16161.318
02-10-2018;QTD;Completed;5;12;20;18597.85;16161.318
02-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
02-10-2018;YTD;Completed;460;1285;1940;1991675.5;1784972.2
03-10-2018;MTD;Completed;6;17;25;25566.81;22496.982
03-10-2018;QTD;Completed;6;17;25;25566.81;22496.982
03-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
03-10-2018;YTD;Completed;461;1290;1945;1998644.5;1791307.9
04-10-2018;MTD;Completed;8;23;35;37336.71;33261.39
04-10-2018;QTD;Completed;8;23;35;37336.71;33261.39
04-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
04-10-2018;YTD;Completed;463;1296;1955;2010414.4;1802072.4
05-10-2018;MTD;Completed;9;25;37;37876.69;33720.375
05-10-2018;QTD;Completed;9;25;37;37876.69;33720.375
05-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
05-10-2018;YTD;Completed;464;1298;1957;2010954.4;1802531.2
06-10-2018;MTD;Completed;16;39;58;59475.49;53645.36
06-10-2018;QTD;Completed;16;39;58;59475.49;53645.36
06-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
06-10-2018;YTD;Completed;471;1312;1978;2032553.1;1822456.2
07-10-2018;MTD;Completed;17;43;63;61135.44;55170.516
07-10-2018;QTD;Completed;17;43;63;61135.44;55170.516
07-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
07-10-2018;YTD;Completed;472;1316;1983;2034213.1;1823981.5
08-10-2018;MTD;Completed;18;46;69;68735.38;61490.46
08-10-2018;QTD;Completed;18;46;69;68735.38;61490.46
08-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
08-10-2018;YTD;Completed;473;1319;1989;2041813.0;1830301.4
09-10-2018;MTD;Completed;21;53;78;72673.31;65165.996
09-10-2018;QTD;Completed;21;53;78;72673.31;65165.996
09-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
09-10-2018;YTD;Completed;476;1326;1998;2045751.0;1833976.9
10-10-2018;MTD;Completed;25;62;89;80422.21;72271.98
10-10-2018;QTD;Completed;25;62;89;80422.21;72271.98
10-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
10-10-2018;YTD;Completed;480;1335;2009;2053499.9;1841082.9
11-10-2018;MTD;Completed;28;72;104;89311.08;80210.664
11-10-2018;QTD;Completed;28;72;104;89311.08;80210.664
11-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
11-10-2018;YTD;Completed;483;1345;2024;2062388.8;1849021.6
12-10-2018;MTD;Completed;29;73;105;89581.07;80467.16
12-10-2018;QTD;Completed;29;73;105;89581.07;80467.16
12-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
12-10-2018;YTD;Completed;484;1346;2025;2062658.8;1849278.1
13-10-2018;MTD;Completed;30;75;108;91670.05;82440.88
13-10-2018;QTD;Completed;30;75;108;91670.05;82440.88
13-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
13-10-2018;YTD;Completed;485;1348;2028;2064747.8;1851251.9
14-10-2018;MTD;Completed;33;80;115;99369.98;89505.82
14-10-2018;QTD;Completed;33;80;115;99369.98;89505.82
14-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
14-10-2018;YTD;Completed;488;1353;2035;2072447.6;1858316.8
15-10-2018;MTD;Completed;35;87;127;111369.88;100824.93
15-10-2018;QTD;Completed;35;87;127;111369.88;100824.93
15-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
15-10-2018;YTD;Completed;490;1360;2047;2084447.5;1869635.9
16-10-2018;MTD;Completed;36;89;131;117769.84;106814.89
16-10-2018;QTD;Completed;36;89;131;117769.84;106814.89
16-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
16-10-2018;YTD;Completed;491;1362;2051;2090847.5;1875625.9
17-10-2018;MTD;Completed;37;90;132;118198.84;107200.99
17-10-2018;QTD;Completed;37;90;132;118198.84;107200.99
17-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
17-10-2018;YTD;Completed;492;1363;2052;2091276.5;1876011.9
18-10-2018;MTD;Completed;38;92;135;119008.81;107956.97
18-10-2018;QTD;Completed;38;92;135;119008.81;107956.97
18-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
18-10-2018;YTD;Completed;493;1365;2055;2092086.5;1876767.9
19-10-2018;MTD;Completed;42;102;149;130665.71;118484.22
19-10-2018;QTD;Completed;42;102;149;130665.71;118484.22
19-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
19-10-2018;YTD;Completed;497;1375;2069;2103743.5;1887295.1
20-10-2018;MTD;Completed;42;102;149;130665.71;118484.22
20-10-2018;QTD;Completed;42;102;149;130665.71;118484.22
20-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
20-10-2018;YTD;Completed;497;1375;2069;2103743.5;1887295.1
21-10-2018;MTD;Completed;44;105;154;137847.66;125164.17
21-10-2018;QTD;Completed;44;105;154;137847.66;125164.17
21-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
21-10-2018;YTD;Completed;499;1378;2074;2110925.2;1893975.1
22-10-2018;MTD;Completed;46;115;171;153679.52;139624.1
22-10-2018;QTD;Completed;46;115;171;153679.52;139624.1
22-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
22-10-2018;YTD;Completed;501;1388;2091;2126757.2;1908435.0
23-10-2018;MTD;Completed;49;123;181;164579.42;149470.08
23-10-2018;QTD;Completed;49;123;181;164579.42;149470.08
23-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
23-10-2018;YTD;Completed;504;1396;2101;2137657.0;1918281.0
24-10-2018;MTD;Completed;50;127;187;169571.36;153973.83
24-10-2018;QTD;Completed;50;127;187;169571.36;153973.83
24-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
24-10-2018;YTD;Completed;505;1400;2107;2142649.0;1922784.8
25-10-2018;MTD;Completed;51;132;193;177602.3;161079.61
25-10-2018;QTD;Completed;51;132;193;177602.3;161079.61
25-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
25-10-2018;YTD;Completed;506;1405;2113;2150680.0;1929890.5
26-10-2018;MTD;Completed;53;139;203;190691.2;173097.22
26-10-2018;QTD;Completed;53;139;203;190691.2;173097.22
26-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
26-10-2018;YTD;Completed;508;1412;2123;2163769.0;1941908.1
27-10-2018;MTD;Completed;54;143;209;200938.19;181456.44
27-10-2018;QTD;Completed;54;143;209;200938.19;181456.44
27-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
27-10-2018;YTD;Completed;509;1416;2129;2174015.8;1950267.4
28-10-2018;MTD;Completed;58;151;222;209988.05;189587.33
28-10-2018;QTD;Completed;58;151;222;209988.05;189587.33
28-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
28-10-2018;YTD;Completed;513;1424;2142;2183065.8;1958398.2
29-10-2018;MTD;Completed;62;165;243;228654.88;206250.3
29-10-2018;QTD;Completed;62;165;243;228654.88;206250.3
29-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
29-10-2018;YTD;Completed;517;1438;2163;2201732.5;1975061.2
30-10-2018;MTD;Completed;62;165;243;228654.88;206250.3
30-10-2018;QTD;Completed;62;165;243;228654.88;206250.3
30-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
30-10-2018;YTD;Completed;517;1438;2163;2201732.5;1975061.2
31-10-2018;MTD;Completed;64;173;254;235051.8;212078.08
31-10-2018;QTD;Completed;64;173;254;235051.8;212078.08
31-10-2018;YTD;Rejected;12;31;46;41938.61;38105.195
31-10-2018;YTD;Completed;519;1446;2174;2208129.5;1980889.0
01-11-2018;QTD;Completed;64;173;254;235051.8;212078.08
01-11-2018;YTD;Rejected;12;31;46;41938.61;38105.195
01-11-2018;YTD;Completed;519;1446;2174;2208129.5;1980889.0
02-11-2018;MTD;Completed;2;4;7;8339.93;7387.1377
02-11-2018;QTD;Completed;66;177;261;243391.72;219465.22
02-11-2018;YTD;Rejected;12;31;46;41938.61;38105.195
02-11-2018;YTD;Completed;521;1450;2181;2216469.5;1988276.1
03-11-2018;MTD;Completed;3;7;12;10588.89;9429.201
03-11-2018;QTD;Completed;67;180;266;245640.69;221507.28
03-11-2018;YTD;Rejected;12;31;46;41938.61;38105.195
03-11-2018;YTD;Completed;522;1453;2186;2218718.2;1990318.2
04-11-2018;MTD;Completed;5;12;20;16826.83;14860.548
04-11-2018;QTD;Completed;69;185;274;251878.62;226938.62
04-11-2018;YTD;Rejected;12;31;46;41938.61;38105.195
04-11-2018;YTD;Completed;524;1458;2194;2224956.2;1995749.6
05-11-2018;MTD;Completed;5;12;20;16826.83;14860.548
05-11-2018;QTD;Completed;69;185;274;251878.62;226938.62
05-11-2018;YTD;Rejected;12;31;46;41938.61;38105.195
05-11-2018;YTD;Completed;524;1458;2194;2224956.2;1995749.6
06-11-2018;MTD;Completed;7;18;27;20224.78;17924.803
06-11-2018;QTD;Completed;71;191;281;255276.56;230002.88
06-11-2018;YTD;Rejected;12;31;46;41938.61;38105.195
06-11-2018;YTD;Completed;526;1464;2201;2228354.2;1998813.9
07-11-2018;MTD;Completed;7;18;27;20224.78;17924.803
07-11-2018;QTD;Completed;71;191;281;255276.56;230002.88
07-11-2018;YTD;Rejected;12;31;46;41938.61;38105.195
07-11-2018;YTD;Completed;526;1464;2201;2228354.2;1998813.9
08-11-2018;MTD;Completed;8;22;33;23444.72;20717.85
08-11-2018;QTD;Completed;72;195;287;258496.52;232795.94
08-11-2018;YTD;Rejected;12;31;46;41938.61;38105.195
08-11-2018;YTD;Completed;527;1468;2207;2231574.2;2001606.9
09-11-2018;MTD;Completed;10;28;42;34683.67;30770.846
09-11-2018;QTD;Completed;74;201;296;269735.47;242848.92
09-11-2018;YTD;Rejected;12;31;46;41938.61;38105.195
09-11-2018;YTD;Completed;529;1474;2216;2242813.2;2011659.9
10-11-2018;MTD;Completed;10;28;42;34683.67;30770.846
10-11-2018;QTD;Completed;74;201;296;269735.47;242848.92
10-11-2018;YTD;Rejected;12;31;46;41938.61;38105.195
10-11-2018;YTD;Completed;529;1474;2216;2242813.2;2011659.9
11-11-2018;MTD;Completed;11;30;45;39845.64;35517.477
11-11-2018;QTD;Completed;75;203;299;274897.44;247595.56
11-11-2018;YTD;Rejected;12;31;46;41938.61;38105.195
11-11-2018;YTD;Completed;530;1476;2219;2247975.0;2016406.5
12-11-2018;MTD;Rejected;1;5;6;6669.94;6278.844
12-11-2018;MTD;Completed;15;43;62;53312.52;47182.113
12-11-2018;QTD;Rejected;1;5;6;6669.94;6278.844
12-11-2018;QTD;Completed;79;216;316;288364.3;259260.2
12-11-2018;YTD;Rejected;13;36;52;48608.55;44384.04
12-11-2018;YTD;Completed;534;1489;2236;2261442.0;2028071.1
13-11-2018;MTD;Rejected;1;5;6;6669.94;6278.844
13-11-2018;MTD;Completed;18;51;74;74782.4;65274.51
13-11-2018;QTD;Rejected;1;5;6;6669.94;6278.844
13-11-2018;QTD;Completed;82;224;328;309834.2;277352.6
13-11-2018;YTD;Rejected;13;36;52;48608.55;44384.04
13-11-2018;YTD;Completed;537;1497;2248;2282911.8;2046163.5
14-11-2018;MTD;Rejected;1;5;6;6669.94;6278.844
14-11-2018;MTD;Completed;19;53;77;82331.38;72068.59
14-11-2018;QTD;Rejected;1;5;6;6669.94;6278.844
14-11-2018;QTD;Completed;83;226;331;317383.16;284146.7
14-11-2018;YTD;Rejected;13;36;52;48608.55;44384.04
14-11-2018;YTD;Completed;538;1499;2251;2290460.8;2052957.6
15-11-2018;MTD;Rejected;1;5;6;6669.94;6278.844
15-11-2018;MTD;Completed;20;58;84;93569.33;82440.69
15-11-2018;QTD;Rejected;1;5;6;6669.94;6278.844
15-11-2018;QTD;Completed;84;231;338;328621.12;294518.78
15-11-2018;YTD;Rejected;13;36;52;48608.55;44384.04
15-11-2018;YTD;Completed;539;1504;2258;2301698.8;2063329.8
16-11-2018;MTD;Rejected;1;5;6;6669.94;6278.844
16-11-2018;MTD;Completed;21;61;89;103099.28;91257.64
16-11-2018;QTD;Rejected;1;5;6;6669.94;6278.844
16-11-2018;QTD;Completed;85;234;343;338151.06;303335.72
16-11-2018;YTD;Rejected;13;36;52;48608.55;44384.04
16-11-2018;YTD;Completed;540;1507;2263;2311228.8;2072146.6
17-11-2018;MTD;Rejected;1;5;6;6669.94;6278.844
17-11-2018;MTD;Completed;21;61;89;103099.28;91257.64
17-11-2018;QTD;Rejected;1;5;6;6669.94;6278.844
17-11-2018;QTD;Completed;85;234;343;338151.06;303335.72
17-11-2018;YTD;Rejected;13;36;52;48608.55;44384.04
17-11-2018;YTD;Completed;540;1507;2263;2311228.8;2072146.6
18-11-2018;MTD;Rejected;1;5;6;6669.94;6278.844
18-11-2018;MTD;Completed;22;63;92;104899.25;92907.61
18-11-2018;QTD;Rejected;1;5;6;6669.94;6278.844
18-11-2018;QTD;Completed;86;236;346;339951.03;304985.7
18-11-2018;YTD;Rejected;13;36;52;48608.55;44384.04
18-11-2018;YTD;Completed;541;1509;2266;2313028.8;2073796.6
19-11-2018;MTD;Rejected;1;5;6;6669.94;6278.844
19-11-2018;MTD;Completed;24;69;101;110187.19;97894.0
19-11-2018;QTD;Rejected;1;5;6;6669.94;6278.844
19-11-2018;QTD;Completed;88;242;355;345238.97;309972.06
19-11-2018;YTD;Rejected;13;36;52;48608.55;44384.04
19-11-2018;YTD;Completed;543;1515;2275;2318316.8;2078783.0
20-11-2018;MTD;Rejected;1;5;6;6669.94;6278.844
20-11-2018;MTD;Completed;26;74;108;115546.13;102396.49
20-11-2018;QTD;Rejected;1;5;6;6669.94;6278.844
20-11-2018;QTD;Completed;90;247;362;350597.9;314474.56
20-11-2018;YTD;Rejected;13;36;52;48608.55;44384.04
20-11-2018;YTD;Completed;545;1520;2282;2323675.5;2083285.5
21-11-2018;MTD;Rejected;1;5;6;6669.94;6278.844
21-11-2018;MTD;Completed;27;78;113;120424.1;106891.766
21-11-2018;QTD;Rejected;1;5;6;6669.94;6278.844
21-11-2018;QTD;Completed;91;251;367;355475.88;318969.84
21-11-2018;YTD;Rejected;13;36;52;48608.55;44384.04
21-11-2018;YTD;Completed;546;1524;2287;2328553.5;2087780.8
22-11-2018;MTD;Rejected;1;5;6;6669.94;6278.844
22-11-2018;MTD;Completed;29;84;122;136185.02;119995.22
22-11-2018;QTD;Rejected;1;5;6;6669.94;6278.844
22-11-2018;QTD;Completed;93;257;376;371236.8;332073.3
22-11-2018;YTD;Rejected;13;36;52;48608.55;44384.04
22-11-2018;YTD;Completed;548;1530;2296;2344314.5;2100884.2
23-11-2018;MTD;Rejected;1;5;6;6669.94;6278.844
23-11-2018;MTD;Completed;32;93;134;146584.9;129372.1
23-11-2018;QTD;Rejected;1;5;6;6669.94;6278.844
23-11-2018;QTD;Completed;96;266;388;381636.7;341450.2
23-11-2018;YTD;Rejected;13;36;52;48608.55;44384.04
23-11-2018;YTD;Completed;551;1539;2308;2354714.5;2110261.0
24-11-2018;MTD;Rejected;1;5;6;6669.94;6278.844
24-11-2018;MTD;Completed;35;99;142;158136.83;139552.62
24-11-2018;QTD;Rejected;1;5;6;6669.94;6278.844
24-11-2018;QTD;Completed;99;272;396;393188.62;351630.72
24-11-2018;YTD;Rejected;13;36;52;48608.55;44384.04
24-11-2018;YTD;Completed;554;1545;2316;2366266.2;2120441.8
25-11-2018;MTD;Rejected;1;5;6;6669.94;6278.844
25-11-2018;MTD;Completed;35;99;142;158136.83;139552.62
25-11-2018;QTD;Rejected;1;5;6;6669.94;6278.844
25-11-2018;QTD;Completed;99;272;396;393188.62;351630.72
25-11-2018;YTD;Rejected;13;36;52;48608.55;44384.04
25-11-2018;YTD;Completed;554;1545;2316;2366266.2;2120441.8
26-11-2018;MTD;Rejected;1;5;6;6669.94;6278.844
26-11-2018;MTD;Completed;36;104;151;164338.73;145332.45
26-11-2018;QTD;Rejected;1;5;6;6669.94;6278.844
26-11-2018;QTD;Completed;100;277;405;399390.53;357410.53
26-11-2018;YTD;Rejected;13;36;52;48608.55;44384.04
26-11-2018;YTD;Completed;555;1550;2325;2372468.2;2126221.5
27-11-2018;MTD;Rejected;1;5;6;6669.94;6278.844
27-11-2018;MTD;Completed;41;114;167;189926.6;168226.53
27-11-2018;QTD;Rejected;1;5;6;6669.94;6278.844
27-11-2018;QTD;Completed;105;287;421;424978.38;380304.6
27-11-2018;YTD;Rejected;13;36;52;48608.55;44384.04
27-11-2018;YTD;Completed;560;1560;2341;2398056.0;2149115.5
28-11-2018;MTD;Rejected;1;5;6;6669.94;6278.844
28-11-2018;MTD;Completed;41;114;167;189926.6;168226.53
28-11-2018;QTD;Rejected;1;5;6;6669.94;6278.844
28-11-2018;QTD;Completed;105;287;421;424978.38;380304.6
28-11-2018;YTD;Rejected;13;36;52;48608.55;44384.04
28-11-2018;YTD;Completed;560;1560;2341;2398056.0;2149115.5
29-11-2018;MTD;Rejected;1;5;6;6669.94;6278.844
29-11-2018;MTD;Completed;41;114;167;189926.6;168226.53
29-11-2018;QTD;Rejected;1;5;6;6669.94;6278.844
