date_ref;period;staff_id;nb_orders;nb_items;quantity;gross_sales;net_sales
12-10-2018;YTD;2;342;945;1424;1409365.8;1258188.9
12-10-2018;YTD;3;46;124;184;212299.48;193083.23
13-10-2018;MTD;1;9;23;32;27515.74;24448.986
13-10-2018;MTD;2;18;47;67;52544.4;47547.477
13-10-2018;MTD;3;3;5;9;11609.91;10444.42
13-10-2018;QTD;1;9;23;32;27515.74;24448.986
13-10-2018;QTD;2;18;47;67;52544.4;47547.477
13-10-2018;QTD;3;3;5;9;11609.91;10444.42
13-10-2018;YTD;1;96;277;417;440993.5;398006.0
13-10-2018;YTD;2;343;947;1427;1411454.8;1260162.6
13-10-2018;YTD;3;46;124;184;212299.48;193083.23
14-10-2018;MTD;1;10;25;36;30115.7;26863.95
14-10-2018;MTD;2;20;50;70;57644.37;52197.453
14-10-2018;MTD;3;3;5;9;11609.91;10444.42
14-10-2018;QTD;1;10;25;36;30115.7;26863.95
14-10-2018;QTD;2;20;50;70;57644.37;52197.453
14-10-2018;QTD;3;3;5;9;11609.91;10444.42
14-10-2018;YTD;1;97;279;421;443593.44;400420.97
14-10-2018;YTD;2;345;950;1430;1416554.8;1264812.5
14-10-2018;YTD;3;46;124;184;212299.48;193083.23
15-10-2018;MTD;1;11;28;42;35217.64;31639.994
15-10-2018;MTD;2;21;54;76;64542.33;58740.516
15-10-2018;MTD;3;3;5;9;11609.91;10444.42
15-10-2018;QTD;1;11;28;42;35217.64;31639.994
15-10-2018;QTD;2;21;54;76;64542.33;58740.516
15-10-2018;QTD;3;3;5;9;11609.91;10444.42
15-10-2018;YTD;1;98;282;427;448695.38;405197.0
15-10-2018;YTD;2;346;954;1436;1423452.6;1271355.6
15-10-2018;YTD;3;46;124;184;212299.48;193083.23
16-10-2018;MTD;1;11;28;42;35217.64;31639.994
16-10-2018;MTD;2;22;56;80;70942.29;64730.48
16-10-2018;MTD;3;3;5;9;11609.91;10444.42
16-10-2018;QTD;1;11;28;42;35217.64;31639.994
16-10-2018;QTD;2;22;56;80;70942.29;64730.48
16-10-2018;QTD;3;3;5;9;11609.91;10444.42
16-10-2018;YTD;1;98;282;427;448695.38;405197.0
16-10-2018;YTD;2;347;956;1440;1429852.6;1277345.6
16-10-2018;YTD;3;46;124;184;212299.48;193083.23
17-10-2018;MTD;1;11;28;42;35217.64;31639.994
17-10-2018;MTD;2;23;57;81;71371.29;65116.58
17-10-2018;MTD;3;3;5;9;11609.91;10444.42
17-10-2018;QTD;1;11;28;42;35217.64;31639.994
17-10-2018;QTD;2;23;57;81;71371.29;65116.58
17-10-2018;QTD;3;3;5;9;11609.91;10444.42
17-10-2018;YTD;1;98;282;427;448695.38;405197.0
17-10-2018;YTD;2;348;957;1441;1430281.6;1277731.6
17-10-2018;YTD;3;46;124;184;212299.48;193083.23
18-10-2018;MTD;1;11;28;42;35217.64;31639.994
18-10-2018;MTD;2;24;59;84;72181.26;65872.555
18-10-2018;MTD;3;3;5;9;11609.91;10444.42
18-10-2018;QTD;1;11;28;42;35217.64;31639.994
18-10-2018;QTD;2;24;59;84;72181.26;65872.555
18-10-2018;QTD;3;3;5;9;11609.91;10444.42
18-10-2018;YTD;1;98;282;427;448695.38;405197.0
18-10-2018;YTD;2;349;959;1444;1431091.6;1278487.6
18-10-2018;YTD;3;46;124;184;212299.48;193083.23
19-10-2018;MTD;1;11;28;42;35217.64;31639.994
19-10-2018;MTD;2;28;69;98;83838.16;76399.805
19-10-2018;MTD;3;3;5;9;11609.91;10444.42
19-10-2018;QTD;1;11;28;42;35217.64;31639.994
19-10-2018;QTD;2;28;69;98;83838.16;76399.805
19-10-2018;QTD;3;3;5;9;11609.91;10444.42
19-10-2018;YTD;1;98;282;427;448695.38;405197.0
19-10-2018;YTD;2;353;969;1458;1442748.5;1289014.9
19-10-2018;YTD;3;46;124;184;212299.48;193083.23
20-10-2018;MTD;1;11;28;42;35217.64;31639.994
20-10-2018;MTD;2;28;69;98;83838.16;76399.805
20-10-2018;MTD;3;3;5;9;11609.91;10444.42
20-10-2018;QTD;1;11;28;42;35217.64;31639.994
20-10-2018;QTD;2;28;69;98;83838.16;76399.805
20-10-2018;QTD;3;3;5;9;11609.91;10444.42
20-10-2018;YTD;1;98;282;427;448695.38;405197.0
20-10-2018;YTD;2;353;969;1458;1442748.5;1289014.9
20-10-2018;YTD;3;46;124;184;212299.48;193083.23
21-10-2018;MTD;1;11;28;42;35217.64;31639.994
21-10-2018;MTD;2;30;72;103;91020.11;83079.76
21-10-2018;MTD;3;3;5;9;11609.91;10444.42
21-10-2018;QTD;1;11;28;42;35217.64;31639.994
21-10-2018;QTD;2;30;72;103;91020.11;83079.76
21-10-2018;QTD;3;3;5;9;11609.91;10444.42
21-10-2018;YTD;1;98;282;427;448695.38;405197.0
21-10-2018;YTD;2;355;972;1463;1449930.5;1295694.9
21-10-2018;YTD;3;46;124;184;212299.48;193083.23
22-10-2018;MTD;1;12;33;52;44481.54;40034.465
22-10-2018;MTD;2;31;77;110;97588.06;89145.21
22-10-2018;MTD;3;3;5;9;11609.91;10444.42
22-10-2018;QTD;1;12;33;52;44481.54;40034.465
22-10-2018;QTD;2;31;77;110;97588.06;89145.21
22-10-2018;QTD;3;3;5;9;11609.91;10444.42
22-10-2018;YTD;1;99;287;437;457959.28;413591.5
22-10-2018;YTD;2;356;977;1470;1456498.4;1301760.2
22-10-2018;YTD;3;46;124;184;212299.48;193083.23
23-10-2018;MTD;1;12;33;52;44481.54;40034.465
23-10-2018;MTD;2;34;85;120;108487.97;98991.2
23-10-2018;MTD;3;3;5;9;11609.91;10444.42
23-10-2018;QTD;1;12;33;52;44481.54;40034.465
23-10-2018;QTD;2;34;85;120;108487.97;98991.2
23-10-2018;QTD;3;3;5;9;11609.91;10444.42
23-10-2018;YTD;1;99;287;437;457959.28;413591.5
23-10-2018;YTD;2;359;985;1480;1467398.4;1311606.2
23-10-2018;YTD;3;46;124;184;212299.48;193083.23
24-10-2018;MTD;1;12;33;52;44481.54;40034.465
24-10-2018;MTD;2;35;89;126;113479.91;103494.945
24-10-2018;MTD;3;3;5;9;11609.91;10444.42
24-10-2018;QTD;1;12;33;52;44481.54;40034.465
24-10-2018;QTD;2;35;89;126;113479.91;103494.945
24-10-2018;QTD;3;3;5;9;11609.91;10444.42
24-10-2018;YTD;1;99;287;437;457959.28;413591.5
24-10-2018;YTD;2;360;989;1486;1472390.2;1316110.0
24-10-2018;YTD;3;46;124;184;212299.48;193083.23
25-10-2018;MTD;1;13;38;58;52512.48;47140.242
25-10-2018;MTD;2;35;89;126;113479.91;103494.945
25-10-2018;MTD;3;3;5;9;11609.91;10444.42
25-10-2018;QTD;1;13;38;58;52512.48;47140.242
25-10-2018;QTD;2;35;89;126;113479.91;103494.945
25-10-2018;QTD;3;3;5;9;11609.91;10444.42
25-10-2018;YTD;1;100;292;443;465990.22;420697.25
25-10-2018;YTD;2;360;989;1486;1472390.2;1316110.0
25-10-2018;YTD;3;46;124;184;212299.48;193083.23
26-10-2018;MTD;1;14;41;63;61001.44;54988.504
26-10-2018;MTD;2;36;93;131;118079.86;107664.3
26-10-2018;MTD;3;3;5;9;11609.91;10444.42
26-10-2018;QTD;1;14;41;63;61001.44;54988.504
26-10-2018;QTD;2;36;93;131;118079.86;107664.3
26-10-2018;QTD;3;3;5;9;11609.91;10444.42
26-10-2018;YTD;1;101;295;448;474479.2;428545.53
26-10-2018;YTD;2;361;993;1491;1476990.2;1320279.4
26-10-2018;YTD;3;46;124;184;212299.48;193083.23
27-10-2018;MTD;1;15;45;69;71248.41;63347.72
27-10-2018;MTD;2;36;93;131;118079.86;107664.3
27-10-2018;MTD;3;3;5;9;11609.91;10444.42
27-10-2018;QTD;1;15;45;69;71248.41;63347.72
27-10-2018;QTD;2;36;93;131;118079.86;107664.3
27-10-2018;QTD;3;3;5;9;11609.91;10444.42
27-10-2018;YTD;1;102;299;454;484726.16;436904.75
27-10-2018;YTD;2;361;993;1491;1476990.2;1320279.4
27-10-2018;YTD;3;46;124;184;212299.48;193083.23
28-10-2018;MTD;1;15;45;69;71248.41;63347.72
28-10-2018;MTD;2;39;98;140;125059.77;114074.22
28-10-2018;MTD;3;4;8;13;13679.87;12165.387
28-10-2018;QTD;1;15;45;69;71248.41;63347.72
28-10-2018;QTD;2;39;98;140;125059.77;114074.22
28-10-2018;QTD;3;4;8;13;13679.87;12165.387
28-10-2018;YTD;1;102;299;454;484726.16;436904.75
28-10-2018;YTD;2;364;998;1500;1483970.1;1326689.4
28-10-2018;YTD;3;47;127;188;214369.45;194804.2
29-10-2018;MTD;1;15;45;69;71248.41;63347.72
29-10-2018;MTD;2;42;109;157;142106.62;129251.734
29-10-2018;MTD;3;5;11;17;15299.83;13650.851
29-10-2018;QTD;1;15;45;69;71248.41;63347.72
29-10-2018;QTD;2;42;109;157;142106.62;129251.734
29-10-2018;QTD;3;5;11;17;15299.83;13650.851
29-10-2018;YTD;1;102;299;454;484726.16;436904.75
29-10-2018;YTD;2;367;1009;1517;1501017.0;1341866.9
29-10-2018;YTD;3;48;130;192;215989.4;196289.67
30-10-2018;MTD;1;15;45;69;71248.41;63347.72
30-10-2018;MTD;2;42;109;157;142106.62;129251.734
30-10-2018;MTD;3;5;11;17;15299.83;13650.851
30-10-2018;QTD;1;15;45;69;71248.41;63347.72
30-10-2018;QTD;2;42;109;157;142106.62;129251.734
30-10-2018;QTD;3;5;11;17;15299.83;13650.851
30-10-2018;YTD;1;102;299;454;484726.16;436904.75
30-10-2018;YTD;2;367;1009;1517;1501017.0;1341866.9
30-10-2018;YTD;3;48;130;192;215989.4;196289.67
31-10-2018;MTD;1;17;53;80;77645.33;69175.5
31-10-2018;MTD;2;42;109;157;142106.62;129251.734
31-10-2018;MTD;3;5;11;17;15299.83;13650.851
31-10-2018;QTD;1;17;53;80;77645.33;69175.5
31-10-2018;QTD;2;42;109;157;142106.62;129251.734
31-10-2018;QTD;3;5;11;17;15299.83;13650.851
31-10-2018;YTD;1;104;307;465;491123.1;442732.53
31-10-2018;YTD;2;367;1009;1517;1501017.0;1341866.9
31-10-2018;YTD;3;48;130;192;215989.4;196289.67
01-11-2018;QTD;1;17;53;80;77645.33;69175.5
01-11-2018;QTD;2;42;109;157;142106.62;129251.734
01-11-2018;QTD;3;5;11;17;15299.83;13650.851
01-11-2018;YTD;1;104;307;465;491123.1;442732.53
01-11-2018;YTD;2;367;1009;1517;1501017.0;1341866.9
01-11-2018;YTD;3;48;130;192;215989.4;196289.67
02-11-2018;MTD;2;2;4;7;8339.93;7387.1377
02-11-2018;QTD;1;17;53;80;77645.33;69175.5
02-11-2018;QTD;2;44;113;164;150446.56;136638.88
02-11-2018;QTD;3;5;11;17;15299.83;13650.851
02-11-2018;YTD;1;104;307;465;491123.1;442732.53
02-11-2018;YTD;2;369;1013;1524;1509356.9;1349254.0
02-11-2018;YTD;3;48;130;192;215989.4;196289.67
03-11-2018;MTD;1;1;3;5;2248.96;2042.0634
03-11-2018;MTD;2;2;4;7;8339.93;7387.1377
03-11-2018;QTD;1;18;56;85;79894.29;71217.56
03-11-2018;QTD;2;44;113;164;150446.56;136638.88
03-11-2018;QTD;3;5;11;17;15299.83;13650.851
03-11-2018;YTD;1;105;310;470;493372.03;444774.6
03-11-2018;YTD;2;369;1013;1524;1509356.9;1349254.0
03-11-2018;YTD;3;48;130;192;215989.4;196289.67
04-11-2018;MTD;1;2;4;7;2788.94;2555.0444
04-11-2018;MTD;2;3;8;13;14037.89;12305.504
04-11-2018;QTD;1;19;57;87;80434.27;71730.54
04-11-2018;QTD;2;45;117;170;156144.52;141557.23
04-11-2018;QTD;3;5;11;17;15299.83;13650.851
04-11-2018;YTD;1;106;311;472;493912.03;445287.56
04-11-2018;YTD;2;370;1017;1530;1515054.9;1354172.4
04-11-2018;YTD;3;48;130;192;215989.4;196289.67
05-11-2018;MTD;1;2;4;7;2788.94;2555.0444
05-11-2018;MTD;2;3;8;13;14037.89;12305.504
05-11-2018;QTD;1;19;57;87;80434.27;71730.54
05-11-2018;QTD;2;45;117;170;156144.52;141557.23
05-11-2018;QTD;3;5;11;17;15299.83;13650.851
05-11-2018;YTD;1;106;311;472;493912.03;445287.56
05-11-2018;YTD;2;370;1017;1530;1515054.9;1354172.4
05-11-2018;YTD;3;48;130;192;215989.4;196289.67
06-11-2018;MTD;1;2;4;7;2788.94;2555.0444
06-11-2018;MTD;2;5;14;20;17435.84;15369.758
06-11-2018;QTD;1;19;57;87;80434.27;71730.54
06-11-2018;QTD;2;47;123;177;159542.47;144621.48
06-11-2018;QTD;3;5;11;17;15299.83;13650.851
06-11-2018;YTD;1;106;311;472;493912.03;445287.56
06-11-2018;YTD;2;372;1023;1537;1518452.9;1357236.6
06-11-2018;YTD;3;48;130;192;215989.4;196289.67
07-11-2018;MTD;1;2;4;7;2788.94;2555.0444
07-11-2018;MTD;2;5;14;20;17435.84;15369.758
07-11-2018;QTD;1;19;57;87;80434.27;71730.54
07-11-2018;QTD;2;47;123;177;159542.47;144621.48
07-11-2018;QTD;3;5;11;17;15299.83;13650.851
07-11-2018;YTD;1;106;311;472;493912.03;445287.56
07-11-2018;YTD;2;372;1023;1537;1518452.9;1357236.6
07-11-2018;YTD;3;48;130;192;215989.4;196289.67
08-11-2018;MTD;1;2;4;7;2788.94;2555.0444
08-11-2018;MTD;2;5;14;20;17435.84;15369.758
08-11-2018;MTD;3;1;4;6;3219.94;2793.048
08-11-2018;QTD;1;19;57;87;80434.27;71730.54
08-11-2018;QTD;2;47;123;177;159542.47;144621.48
08-11-2018;QTD;3;6;15;23;18519.77;16443.898
08-11-2018;YTD;1;106;311;472;493912.03;445287.56
08-11-2018;YTD;2;372;1023;1537;1518452.9;1357236.6
08-11-2018;YTD;3;49;134;198;219209.34;199082.72
09-11-2018;MTD;1;2;4;7;2788.94;2555.0444
09-11-2018;MTD;2;6;17;25;20991.83;18639.988
09-11-2018;MTD;3;2;7;10;10902.9;9575.8125
09-11-2018;QTD;1;19;57;87;80434.27;71730.54
09-11-2018;QTD;2;48;126;182;163098.45;147891.72
09-11-2018;QTD;3;7;18;27;26202.73;23226.662
09-11-2018;YTD;1;106;311;472;493912.03;445287.56
09-11-2018;YTD;2;373;1026;1542;1522008.8;1360506.9
09-11-2018;YTD;3;50;137;202;226892.31;205865.48
10-11-2018;MTD;1;2;4;7;2788.94;2555.0444
10-11-2018;MTD;2;6;17;25;20991.83;18639.988
10-11-2018;MTD;3;2;7;10;10902.9;9575.8125
10-11-2018;QTD;1;19;57;87;80434.27;71730.54
10-11-2018;QTD;2;48;126;182;163098.45;147891.72
10-11-2018;QTD;3;7;18;27;26202.73;23226.662
10-11-2018;YTD;1;106;311;472;493912.03;445287.56
10-11-2018;YTD;2;373;1026;1542;1522008.8;1360506.9
10-11-2018;YTD;3;50;137;202;226892.31;205865.48
11-11-2018;MTD;1;2;4;7;2788.94;2555.0444
11-11-2018;MTD;2;7;19;28;26153.8;23386.621
11-11-2018;MTD;3;2;7;10;10902.9;9575.8125
11-11-2018;QTD;1;19;57;87;80434.27;71730.54
11-11-2018;QTD;2;49;128;185;168260.44;152638.36
11-11-2018;QTD;3;7;18;27;26202.73;23226.662
11-11-2018;YTD;1;106;311;472;493912.03;445287.56
11-11-2018;YTD;2;374;1028;1545;1527170.8;1365253.5
11-11-2018;YTD;3;50;137;202;226892.31;205865.48
12-11-2018;MTD;1;2;4;7;2788.94;2555.0444
12-11-2018;MTD;2;10;29;41;37622.7;33209.637
12-11-2018;MTD;3;3;10;14;12900.88;11417.434
12-11-2018;QTD;1;19;57;87;80434.27;71730.54
12-11-2018;QTD;2;52;138;198;179729.33;162461.38
12-11-2018;QTD;3;8;21;31;28200.71;25068.283
12-11-2018;YTD;1;106;311;472;493912.03;445287.56
12-11-2018;YTD;2;377;1038;1558;1538639.6;1375076.5
12-11-2018;YTD;3;51;140;206;228890.3;207707.1
13-11-2018;MTD;1;3;7;12;10858.89;9311.5
13-11-2018;MTD;2;11;32;45;44622.66;39365.6
13-11-2018;MTD;3;4;12;17;19300.85;16597.408
13-11-2018;QTD;1;20;60;92;88504.22;78487.0
13-11-2018;QTD;2;53;141;202;186729.3;168617.33
13-11-2018;QTD;3;9;23;34;34600.68;30248.26
13-11-2018;YTD;1;107;314;477;501981.97;452044.03
13-11-2018;YTD;2;378;1041;1562;1545639.6;1381232.4
13-11-2018;YTD;3;52;142;209;235290.27;212887.08
14-11-2018;MTD;1;3;7;12;10858.89;9311.5
14-11-2018;MTD;2;12;34;48;52171.64;46159.684
14-11-2018;MTD;3;4;12;17;19300.85;16597.408
14-11-2018;QTD;1;20;60;92;88504.22;78487.0
14-11-2018;QTD;2;54;143;205;194278.27;175411.42
14-11-2018;QTD;3;9;23;34;34600.68;30248.26
14-11-2018;YTD;1;107;314;477;501981.97;452044.03
14-11-2018;YTD;2;379;1043;1565;1553188.6;1388026.5
14-11-2018;YTD;3;52;142;209;235290.27;212887.08
15-11-2018;MTD;1;3;7;12;10858.89;9311.5
15-11-2018;MTD;2;13;39;55;63409.59;56531.777
15-11-2018;MTD;3;4;12;17;19300.85;16597.408
15-11-2018;QTD;1;20;60;92;88504.22;78487.0
15-11-2018;QTD;2;55;148;212;205516.22;185783.52
15-11-2018;QTD;3;9;23;34;34600.68;30248.26
15-11-2018;YTD;1;107;314;477;501981.97;452044.03
15-11-2018;YTD;2;380;1048;1572;1564426.6;1398398.6
15-11-2018;YTD;3;52;142;209;235290.27;212887.08
16-11-2018;MTD;1;4;10;17;20388.84;18128.455
16-11-2018;MTD;2;13;39;55;63409.59;56531.777
16-11-2018;MTD;3;4;12;17;19300.85;16597.408
16-11-2018;QTD;1;21;63;97;98034.17;87303.95
16-11-2018;QTD;2;55;148;212;205516.22;185783.52
16-11-2018;QTD;3;9;23;34;34600.68;30248.26
16-11-2018;YTD;1;108;317;482;511511.9;460860.97
16-11-2018;YTD;2;380;1048;1572;1564426.6;1398398.6
16-11-2018;YTD;3;52;142;209;235290.27;212887.08
17-11-2018;MTD;1;4;10;17;20388.84;18128.455
17-11-2018;MTD;2;13;39;55;63409.59;56531.777
17-11-2018;MTD;3;4;12;17;19300.85;16597.408
17-11-2018;QTD;1;21;63;97;98034.17;87303.95
17-11-2018;QTD;2;55;148;212;205516.22;185783.52
17-11-2018;QTD;3;9;23;34;34600.68;30248.26
17-11-2018;YTD;1;108;317;482;511511.9;460860.97
17-11-2018;YTD;2;380;1048;1572;1564426.6;1398398.6
17-11-2018;YTD;3;52;142;209;235290.27;212887.08
18-11-2018;MTD;1;4;10;17;20388.84;18128.455
18-11-2018;MTD;2;14;41;58;65209.56;58181.75
18-11-2018;MTD;3;4;12;17;19300.85;16597.408
18-11-2018;QTD;1;21;63;97;98034.17;87303.95
18-11-2018;QTD;2;56;150;215;207316.19;187433.48
18-11-2018;QTD;3;9;23;34;34600.68;30248.26
18-11-2018;YTD;1;108;317;482;511511.9;460860.97
18-11-2018;YTD;2;381;1050;1575;1566226.5;1400048.6
18-11-2018;YTD;3;52;142;209;235290.27;212887.08
19-11-2018;MTD;1;4;10;17;20388.84;18128.455
19-11-2018;MTD;2;16;47;67;70497.5;63168.133
19-11-2018;MTD;3;4;12;17;19300.85;16597.408
19-11-2018;QTD;1;21;63;97;98034.17;87303.95
19-11-2018;QTD;2;58;156;224;212604.12;192419.86
19-11-2018;QTD;3;9;23;34;34600.68;30248.26
19-11-2018;YTD;1;108;317;482;511511.9;460860.97
19-11-2018;YTD;2;383;1056;1584;1571514.5;1405035.0
19-11-2018;YTD;3;52;142;209;235290.27;212887.08
20-11-2018;MTD;1;4;10;17;20388.84;18128.455
20-11-2018;MTD;2;18;52;74;75856.44;67670.63
20-11-2018;MTD;3;4;12;17;19300.85;16597.408
20-11-2018;QTD;1;21;63;97;98034.17;87303.95
20-11-2018;QTD;2;60;161;231;217963.06;196922.36
20-11-2018;QTD;3;9;23;34;34600.68;30248.26
20-11-2018;YTD;1;108;317;482;511511.9;460860.97
20-11-2018;YTD;2;385;1061;1591;1576873.4;1409537.5
20-11-2018;YTD;3;52;142;209;235290.27;212887.08
21-11-2018;MTD;1;4;10;17;20388.84;18128.455
21-11-2018;MTD;2;19;56;79;80734.41;72165.91
21-11-2018;MTD;3;4;12;17;19300.85;16597.408
21-11-2018;QTD;1;21;63;97;98034.17;87303.95
21-11-2018;QTD;2;61;165;236;222841.05;201417.64
21-11-2018;QTD;3;9;23;34;34600.68;30248.26
21-11-2018;YTD;1;108;317;482;511511.9;460860.97
21-11-2018;YTD;2;386;1065;1596;1581751.4;1414032.8
21-11-2018;YTD;3;52;142;209;235290.27;212887.08
22-11-2018;MTD;1;6;16;26;36149.75;31231.908
22-11-2018;MTD;2;19;56;79;80734.41;72165.91
22-11-2018;MTD;3;4;12;17;19300.85;16597.408
22-11-2018;QTD;1;23;69;106;113795.08;100407.41
22-11-2018;QTD;2;61;165;236;222841.05;201417.64
22-11-2018;QTD;3;9;23;34;34600.68;30248.26
22-11-2018;YTD;1;110;323;491;527272.8;473964.44
22-11-2018;YTD;2;386;1065;1596;1581751.4;1414032.8
22-11-2018;YTD;3;52;142;209;235290.27;212887.08
23-11-2018;MTD;1;7;18;28;39019.74;33958.4
23-11-2018;MTD;2;21;63;89;88264.32;78816.3
23-11-2018;MTD;3;4;12;17;19300.85;16597.408
23-11-2018;QTD;1;24;71;108;116665.07;103133.9
23-11-2018;QTD;2;63;172;246;230370.95;208068.03
23-11-2018;QTD;3;9;23;34;34600.68;30248.26
23-11-2018;YTD;1;111;325;493;530142.8;476690.9
23-11-2018;YTD;2;388;1072;1606;1589281.2;1420683.1
23-11-2018;YTD;3;52;142;209;235290.27;212887.08
24-11-2018;MTD;1;8;20;30;44919.72;39413.38
24-11-2018;MTD;2;23;67;95;93916.26;83541.84
24-11-2018;MTD;3;4;12;17;19300.85;16597.408
24-11-2018;QTD;1;25;73;110;122565.05;108588.875
24-11-2018;QTD;2;65;176;252;236022.89;212793.58
24-11-2018;QTD;3;9;23;34;34600.68;30248.26
24-11-2018;YTD;1;112;327;495;536042.8;482145.9
24-11-2018;YTD;2;390;1076;1612;1594933.2;1425408.6
24-11-2018;YTD;3;52;142;209;235290.27;212887.08
25-11-2018;MTD;1;8;20;30;44919.72;39413.38
25-11-2018;MTD;2;23;67;95;93916.26;83541.84
25-11-2018;MTD;3;4;12;17;19300.85;16597.408
25-11-2018;QTD;1;25;73;110;122565.05;108588.875
25-11-2018;QTD;2;65;176;252;236022.89;212793.58
25-11-2018;QTD;3;9;23;34;34600.68;30248.26
25-11-2018;YTD;1;112;327;495;536042.8;482145.9
25-11-2018;YTD;2;390;1076;1612;1594933.2;1425408.6
25-11-2018;YTD;3;52;142;209;235290.27;212887.08
26-11-2018;MTD;1;8;20;30;44919.72;39413.38
26-11-2018;MTD;2;24;72;104;100118.17;89321.66
26-11-2018;MTD;3;4;12;17;19300.85;16597.408
26-11-2018;QTD;1;25;73;110;122565.05;108588.875
26-11-2018;QTD;2;66;181;261;242224.8;218573.39
26-11-2018;QTD;3;9;23;34;34600.68;30248.26
26-11-2018;YTD;1;112;327;495;536042.8;482145.9
26-11-2018;YTD;2;391;1081;1621;1601135.1;1431188.5
26-11-2018;YTD;3;52;142;209;235290.27;212887.08
27-11-2018;MTD;1;10;23;34;54269.68;47947.344
27-11-2018;MTD;2;26;77;113;107886.1;95705.805
27-11-2018;MTD;3;5;14;20;27770.82;24573.38
27-11-2018;QTD;1;27;76;114;131915.02;117122.84
27-11-2018;QTD;2;68;186;270;249992.73;224957.53
27-11-2018;QTD;3;10;25;37;43070.65;38224.23
27-11-2018;YTD;1;114;330;499;545392.75;490679.88
27-11-2018;YTD;2;393;1086;1630;1608903.1;1437572.6
27-11-2018;YTD;3;53;144;212;243760.23;220863.05
28-11-2018;MTD;1;10;23;34;54269.68;47947.344
28-11-2018;MTD;2;26;77;113;107886.1;95705.805
28-11-2018;MTD;3;5;14;20;27770.82;24573.38
28-11-2018;QTD;1;27;76;114;131915.02;117122.84
28-11-2018;QTD;2;68;186;270;249992.73;224957.53
28-11-2018;QTD;3;10;25;37;43070.65;38224.23
28-11-2018;YTD;1;114;330;499;545392.75;490679.88
28-11-2018;YTD;2;393;1086;1630;1608903.1;1437572.6
28-11-2018;YTD;3;53;144;212;243760.23;220863.05
29-11-2018;MTD;1;10;23;34;54269.68;47947.344
29-11-2018;MTD;2;26;77;113;107886.1;95705.805
29-11-2018;MTD;3;5;14;20;27770.82;24573.38
29-11-2018;QTD;1;27;76;114;131915.02;117122.84
29-11-2018;QTD;2;68;186;270;249992.73;224957.53
29-11-2018;QTD;3;10;25;37;43070.65;38224.23
29-11-2018;YTD;1;114;330;499;545392.75;490679.88
29-11-2018;YTD;2;393;1086;1630;1608903.1;1437572.6
29-11-2018;YTD;3;53;144;212;243760.23;220863.05
30-11-2018;MTD;1;11;28;42;62988.61;55771.383
30-11-2018;MTD;2;26;77;113;107886.1;95705.805
30-11-2018;MTD;3;5;14;20;27770.82;24573.38
30-11-2018;QTD;1;28;81;122;140633.94;124946.88
30-11-2018;QTD;2;68;186;270;249992.73;224957.53
30-11-2018;QTD;3;10;25;37;43070.65;38224.23
30-11-2018;YTD;1;115;335;507;554111.7;498503.9
30-11-2018;YTD;2;393;1086;1630;1608903.1;1437572.6
30-11-2018;YTD;3;53;144;212;243760.23;220863.05
01-12-2018;QTD;1;28;81;122;140633.94;124946.88
01-12-2018;QTD;2;68;186;270;249992.73;224957.53
01-12-2018;QTD;3;10;25;37;43070.65;38224.23
01-12-2018;YTD;1;115;335;507;554111.7;498503.9
01-12-2018;YTD;2;393;1086;1630;1608903.1;1437572.6
01-12-2018;YTD;3;53;144;212;243760.23;220863.05
02-12-2018;QTD;1;28;81;122;140633.94;124946.88
02-12-2018;QTD;2;68;186;270;249992.73;224957.53
02-12-2018;QTD;3;10;25;37;43070.65;38224.23
02-12-2018;YTD;1;115;335;507;554111.7;498503.9
02-12-2018;YTD;2;393;1086;1630;1608903.1;1437572.6
02-12-2018;YTD;3;53;144;212;243760.23;220863.05
03-12-2018;MTD;1;1;1;2;3599.98;3347.9814
03-12-2018;QTD;1;29;82;124;144233.92;128294.87
03-12-2018;QTD;2;68;186;270;249992.73;224957.53
03-12-2018;QTD;3;10;25;37;43070.65;38224.23
03-12-2018;YTD;1;116;336;509;557711.7;501851.88
03-12-2018;YTD;2;393;1086;1630;1608903.1;1437572.6
03-12-2018;YTD;3;53;144;212;243760.23;220863.05
04-12-2018;MTD;1;1;1;2;3599.98;3347.9814
04-12-2018;MTD;2;4;12;18;14247.86;12615.846
04-12-2018;QTD;1;29;82;124;144233.92;128294.87
04-12-2018;QTD;2;72;198;288;264240.6;237573.38
04-12-2018;QTD;3;10;25;37;43070.65;38224.23
04-12-2018;YTD;1;116;336;509;557711.7;501851.88
04-12-2018;YTD;2;397;1098;1648;1623151.0;1450188.5
04-12-2018;YTD;3;53;144;212;243760.23;220863.05
05-12-2018;MTD;1;1;1;2;3599.98;3347.9814
05-12-2018;MTD;2;4;12;18;14247.86;12615.846
05-12-2018;QTD;1;29;82;124;144233.92;128294.87
05-12-2018;QTD;2;72;198;288;264240.6;237573.38
05-12-2018;QTD;3;10;25;37;43070.65;38224.23
05-12-2018;YTD;1;116;336;509;557711.7;501851.88
05-12-2018;YTD;2;397;1098;1648;1623151.0;1450188.5
05-12-2018;YTD;3;53;144;212;243760.23;220863.05
06-12-2018;MTD;1;2;5;6;5168.95;4798.0044
06-12-2018;MTD;2;9;26;42;33335.66;30275.742
06-12-2018;QTD;1;30;86;128;145802.89;129744.89
06-12-2018;QTD;2;77;212;312;283328.38;255233.28
06-12-2018;QTD;3;10;25;37;43070.65;38224.23
